metric,criterion,criterion_short,k11,k12,k21,k22,n_metric,n_criterion,n_total,lr,g2,p_value,q_value,reject_q05
comet,degree to which output answers question in input,Question Answering,0,27,10,595,27,10,632,0.0,0.8803572160697729,0.348103859494558,0.740781719303381,False
cosine similarity,degree to which output answers question in input,Question Answering,1,12,9,610,13,10,632,5.2905982905982905,1.6917358278170975,0.193372306848944,0.740781719303381,False
auroc,degree to which output answers question in input,Question Answering,0,10,10,612,10,10,632,0.0,0.3215572616362817,0.570673287314633,0.740781719303381,False
rouge,detectability of speaker/author trait,Trait Detectability,5,160,24,443,165,29,632,0.5896464646464646,1.3467638753422235,0.2458446581704558,0.740781719303381,False
bleu,detectability of speaker/author trait,Trait Detectability,4,145,25,458,149,29,632,0.5186577181208053,1.8079142922237628,0.1787586328054451,0.739704840274116,False
accuracy,detectability of speaker/author trait,Trait Detectability,6,121,23,482,127,29,632,1.0373159876754536,0.0066488234986807,0.9350122622926754,0.950604462330908,False
exact match,detectability of speaker/author trait,Trait Detectability,0,37,29,566,37,29,632,0.0,3.5844788753458734,0.0583217064177301,0.4697674219656472,False
moverscore,detectability of speaker/author trait,Trait Detectability,0,19,29,584,19,29,632,0.0,1.8129914342161728,0.1781497954760046,0.739704840274116,False
meteor,detectability of speaker/author trait,Trait Detectability,1,59,28,544,60,29,632,0.3404761904761905,1.6541947342376848,0.1983889655834064,0.740781719303381,False
unieval,detectability of speaker/author trait,Trait Detectability,0,21,29,582,21,29,632,0.0,2.0071720003463493,0.1565569166562423,0.7109267813487051,False
g eval,detectability of speaker/author trait,Trait Detectability,0,23,29,580,23,29,632,0.0,2.202004984927002,0.1378313595023195,0.6716266264226144,False
bertscore,detectability of speaker/author trait,Trait Detectability,4,129,25,474,133,29,632,0.6003007518796992,1.0574325670376048,0.3038014881040453,0.740781719303381,False
bartscore,detectability of speaker/author trait,Trait Detectability,0,34,29,569,34,29,632,0.0,3.2854472594511064,0.0698965821102088,0.517574286152113,False
questeval,detectability of speaker/author trait,Trait Detectability,0,10,29,593,10,29,632,0.0,0.947136792405336,0.3304491745281332,0.740781719303381,False
ndcg,detectability of speaker/author trait,Trait Detectability,0,10,29,593,10,29,632,0.0,0.947136792405336,0.3304491745281332,0.740781719303381,False
recall,detectability of speaker/author trait,Trait Detectability,2,55,27,548,57,29,632,0.7472384665367121,0.1796497164052595,0.6716744416639873,0.7721511966080657,False
f1,detectability of speaker/author trait,Trait Detectability,3,90,26,513,93,29,632,0.6687344913151364,0.5054571568050963,0.4771120587579087,0.740781719303381,False
win rate,detectability of speaker/author trait,Trait Detectability,2,20,27,583,22,29,632,2.053872053872054,0.8384308307927084,0.3598459399389339,0.740781719303381,False
precision,detectability of speaker/author trait,Trait Detectability,2,34,27,569,36,29,632,1.2263374485596708,0.0768872948269892,0.7815608284152858,0.8463438455722663,False
spearman correlation,detectability of speaker/author trait,Trait Detectability,3,18,26,585,21,29,632,3.357142857142857,3.1144085720131915,0.0776026467493548,0.5473574189432762,False
pearson correlation,detectability of speaker/author trait,Trait Detectability,2,13,27,590,15,29,632,3.046913580246913,1.8320715993082528,0.1758830543632113,0.7391804680515781,False
bleurt,detectability of speaker/author trait,Trait Detectability,0,32,29,571,32,29,632,0.0,3.086946116430312,0.0789227998259933,0.5473574189432762,False
qafacteval,detectability of speaker/author trait,Trait Detectability,0,10,29,593,10,29,632,0.0,0.947136792405336,0.3304491745281332,0.740781719303381,False
cider,detectability of speaker/author trait,Trait Detectability,0,16,29,587,16,29,632,0.0,1.522934353530995,0.2171759775962536,0.740781719303381,False
mrr,detectability of speaker/author trait,Trait Detectability,1,12,28,591,13,29,632,1.7005494505494507,0.2456306706279861,0.6201686004377251,0.7524042296120567,False
distinct,detectability of speaker/author trait,Trait Detectability,0,16,29,587,16,29,632,0.0,1.522934353530995,0.2171759775962536,0.740781719303381,False
attack success rate asr,detectability of speaker/author trait,Trait Detectability,0,14,29,589,14,29,632,0.0,1.3303658725055287,0.2487401391239895,0.740781719303381,False
perplexity,detectability of speaker/author trait,Trait Detectability,1,28,28,575,29,29,632,0.7426108374384237,0.0980514738014567,0.7541805912702799,0.8264807078689885,False
alignscore,detectability of speaker/author trait,Trait Detectability,0,11,29,592,11,29,632,0.0,1.0427068899243015,0.3071927555748804,0.740781719303381,False
chair,detectability of speaker/author trait,Trait Detectability,0,10,29,593,10,29,632,0.0,0.947136792405336,0.3304491745281332,0.740781719303381,False
chrf,detectability of speaker/author trait,Trait Detectability,0,13,29,590,13,29,632,0.0,1.2343209068349192,0.2665683673514197,0.740781719303381,False
comet,detectability of speaker/author trait,Trait Detectability,0,27,29,576,27,29,632,0.0,2.5936458529906834,0.1072931066749142,0.6131803250382504,False
cosine similarity,detectability of speaker/author trait,Trait Detectability,3,10,26,593,13,29,632,5.494082840236686,5.602838712205541,0.0179314005203927,0.2465904627954764,False
auroc,detectability of speaker/author trait,Trait Detectability,0,10,29,593,10,29,632,0.0,0.947136792405336,0.3304491745281332,0.740781719303381,False
rouge,functional correctness,Functional Correctness,1,164,4,463,165,5,632,0.7075757575757575,0.1031153728115094,0.7481226185504855,0.8221762883790825,False
bleu,functional correctness,Functional Correctness,3,146,2,481,149,5,632,4.86241610738255,3.044476358297164,0.0810122382708841,0.548782902953508,False
accuracy,functional correctness,Functional Correctness,1,126,4,501,127,5,632,0.9940944881889764,2.8322774776842405e-05,0.995753746568493,0.9973897056263822,False
exact match,functional correctness,Functional Correctness,1,36,4,591,37,5,632,4.02027027027027,1.169106020439126,0.2795850053861581,0.740781719303381,False
moverscore,functional correctness,Functional Correctness,0,19,5,608,19,5,632,0.0,0.3064772610091644,0.5798499669499663,0.7452885379841802,False
meteor,functional correctness,Functional Correctness,0,60,5,567,60,5,632,0.0,1.001676536727241,0.3169051748342321,0.740781719303381,False
unieval,functional correctness,Functional Correctness,0,21,5,606,21,5,632,0.0,0.3392912562648257,0.5602386081634817,0.740781719303381,False
g eval,functional correctness,Functional Correctness,0,23,5,604,23,5,632,0.0,0.3722132825471127,0.5418003044105368,0.740781719303381,False
bertscore,functional correctness,Functional Correctness,3,130,2,497,133,5,632,5.62781954887218,3.60280696935084,0.057682099751498,0.4668166391393362,False
bartscore,functional correctness,Functional Correctness,0,34,5,593,34,5,632,0.0,0.5552477342921056,0.4561813651347119,0.740781719303381,False
questeval,functional correctness,Functional Correctness,0,10,5,617,10,5,632,0.0,0.1601323796546377,0.6890346673261034,0.7784091454845232,False
ndcg,functional correctness,Functional Correctness,0,10,5,617,10,5,632,0.0,0.1601323796546377,0.6890346673261034,0.7784091454845232,False
recall,functional correctness,Functional Correctness,0,57,5,570,57,5,632,0.0,0.9491366755914824,0.3299391464926426,0.740781719303381,False
f1,functional correctness,Functional Correctness,1,92,4,535,93,5,632,1.4489247311827955,0.1028342019091427,0.748454631028525,0.8221762883790825,False
win rate,functional correctness,Functional Correctness,0,22,5,605,22,5,632,0.0,0.3557387210878638,0.5508824185266696,0.740781719303381,False
precision,functional correctness,Functional Correctness,0,36,5,591,36,5,632,0.0,0.5888896800562659,0.4428487940023776,0.740781719303381,False
spearman correlation,functional correctness,Functional Correctness,0,21,5,606,21,5,632,0.0,0.3392912562648257,0.5602386081634817,0.740781719303381,False
pearson correlation,functional correctness,Functional Correctness,0,15,5,612,15,5,632,0.0,0.241170543783768,0.6233619617801589,0.7539882696414163,False
bleurt,functional correctness,Functional Correctness,0,32,5,595,32,5,632,0.0,0.5217185878690392,0.4701095006571393,0.740781719303381,False
qafacteval,functional correctness,Functional Correctness,0,10,5,617,10,5,632,0.0,0.1601323796546377,0.6890346673261034,0.7784091454845232,False
cider,functional correctness,Functional Correctness,0,16,5,611,16,5,632,0.0,0.2574572823383768,0.6118724420728849,0.7501053574024433,False
mrr,functional correctness,Functional Correctness,0,13,5,614,13,5,632,0.0,0.2086764291060849,0.6478067889615741,0.7608548217795242,False
distinct,functional correctness,Functional Correctness,0,16,5,611,16,5,632,0.0,0.2574572823383768,0.6118724420728849,0.7501053574024433,False
attack success rate asr,functional correctness,Functional Correctness,0,14,5,613,14,5,632,0.0,0.2249102880345627,0.6353237276938251,0.7539882696414163,False
perplexity,functional correctness,Functional Correctness,1,28,4,599,29,5,632,5.198275862068965,1.556757732481976,0.2121405827297811,0.740781719303381,False
alignscore,functional correctness,Functional Correctness,0,11,5,616,11,5,632,0.0,0.176287559860989,0.6745832581898776,0.7745215186624521,False
chair,functional correctness,Functional Correctness,0,10,5,617,10,5,632,0.0,0.1601323796546377,0.6890346673261034,0.7784091454845232,False
chrf,functional correctness,Functional Correctness,0,13,5,614,13,5,632,0.0,0.2086764291060849,0.6478067889615741,0.7608548217795242,False
comet,functional correctness,Functional Correctness,0,27,5,600,27,5,632,0.0,0.4383842900028226,0.5079033223832954,0.740781719303381,False
cosine similarity,functional correctness,Functional Correctness,0,13,5,614,13,5,632,0.0,0.2086764291060849,0.6478067889615741,0.7608548217795242,False
auroc,functional correctness,Functional Correctness,0,10,5,617,10,5,632,0.0,0.1601323796546377,0.6890346673261034,0.7784091454845232,False
rouge,absence of additions (relative to input),Absence of Additions,4,161,10,457,165,14,632,1.132121212121212,0.0442040558933142,0.8334744254807602,0.8801582691186172,False
bleu,absence of additions (relative to input),Absence of Additions,7,142,7,476,149,14,632,3.2416107382550337,4.708934715181263,0.0300062399922085,0.3326146239136335,False
accuracy,absence of additions (relative to input),Absence of Additions,4,123,10,495,127,14,632,1.5905511811023625,0.5869151395572243,0.4436145005061822,0.740781719303381,False
exact match,absence of additions (relative to input),Absence of Additions,1,36,13,582,37,14,632,1.2370062370062371,0.0405054419561627,0.8404955608578609,0.8865434722082051,False
moverscore,absence of additions (relative to input),Absence of Additions,0,19,14,599,19,14,632,0.0,0.8644438684350392,0.3524980873190976,0.740781719303381,False
meteor,absence of additions (relative to input),Absence of Additions,4,56,10,562,60,14,632,3.813333333333333,4.216027341239377,0.0400438106600931,0.393764138157583,False
unieval,absence of additions (relative to input),Absence of Additions,0,21,14,597,21,14,632,0.0,0.9570100669994956,0.3279413406352294,0.740781719303381,False
g eval,absence of additions (relative to input),Absence of Additions,0,23,14,595,23,14,632,0.0,1.0498833125668188,0.3055339625520302,0.740781719303381,False
bertscore,absence of additions (relative to input),Absence of Additions,3,130,11,488,133,14,632,1.02323991797676,0.0012668523885793,0.9716069937069848,0.9785623301156804,False
bartscore,absence of additions (relative to input),Absence of Additions,0,34,14,584,34,14,632,0.0,1.5662670023356662,0.2107499646940261,0.740781719303381,False
questeval,absence of additions (relative to input),Absence of Additions,0,10,14,608,10,14,632,0.0,0.4516418872417758,0.5015562778492398,0.740781719303381,False
ndcg,absence of additions (relative to input),Absence of Additions,0,10,14,608,10,14,632,0.0,0.4516418872417758,0.5015562778492398,0.740781719303381,False
recall,absence of additions (relative to input),Absence of Additions,4,53,10,565,57,14,632,4.035087719298246,4.535539885446324,0.0331979834121634,0.3487244295437479,False
f1,absence of additions (relative to input),Absence of Additions,2,91,12,527,93,14,632,0.9659498207885304,0.0021210541046189,0.9632664899091908,0.9717674627931108,False
win rate,absence of additions (relative to input),Absence of Additions,0,22,14,596,22,14,632,0.0,1.0034081816433342,0.3164872306212494,0.740781719303381,False
precision,absence of additions (relative to input),Absence of Additions,3,33,11,585,36,14,632,4.515151515151515,4.083346895590481,0.0433077952360388,0.4147118193021726,False
spearman correlation,absence of additions (relative to input),Absence of Additions,0,21,14,597,21,14,632,0.0,0.9570100669994956,0.3279413406352294,0.740781719303381,False
pearson correlation,absence of additions (relative to input),Absence of Additions,0,15,14,603,15,14,632,0.0,0.6802245376591965,0.4095094161182955,0.740781719303381,False
bleurt,absence of additions (relative to input),Absence of Additions,2,30,12,588,32,14,632,3.125,1.7532534618031823,0.1854682491339162,0.740781719303381,False
qafacteval,absence of additions (relative to input),Absence of Additions,0,10,14,608,10,14,632,0.0,0.4516418872417758,0.5015562778492398,0.740781719303381,False
cider,absence of additions (relative to input),Absence of Additions,0,16,14,602,16,14,632,0.0,0.726165862446029,0.3941288118861571,0.740781719303381,False
mrr,absence of additions (relative to input),Absence of Additions,0,13,14,605,13,14,632,0.0,0.5885674177100738,0.4429736246743428,0.740781719303381,False
distinct,absence of additions (relative to input),Absence of Additions,0,16,14,602,16,14,632,0.0,0.726165862446029,0.3941288118861571,0.740781719303381,False
attack success rate asr,absence of additions (relative to input),Absence of Additions,0,14,14,604,14,14,632,0.0,0.6343584714726422,0.4257610904732219,0.740781719303381,False
perplexity,absence of additions (relative to input),Absence of Additions,1,28,13,590,29,14,632,1.59946949602122,0.1842875680279058,0.6677141731432816,0.7700815443748364,False
alignscore,absence of additions (relative to input),Absence of Additions,0,11,14,607,11,14,632,0.0,0.4972093687721922,0.480728874387336,0.740781719303381,False
chair,absence of additions (relative to input),Absence of Additions,1,9,13,609,10,14,632,4.784615384615385,1.5670540839810871,0.2106353483917691,0.740781719303381,False
chrf,absence of additions (relative to input),Absence of Additions,0,13,14,605,13,14,632,0.0,0.5885674177100738,0.4429736246743428,0.740781719303381,False
comet,absence of additions (relative to input),Absence of Additions,4,23,10,595,27,14,632,8.962962962962962,9.824093854023172,0.0017224053670949,0.0572778075712127,False
cosine similarity,absence of additions (relative to input),Absence of Additions,1,12,13,606,13,14,632,3.662721893491124,1.1448306820859315,0.2846338892649198,0.740781719303381,False
auroc,absence of additions (relative to input),Absence of Additions,0,10,14,608,10,14,632,0.0,0.4516418872417758,0.5015562778492398,0.740781719303381,False
rouge,effect on user emotion,User-Emotion Effect,3,162,10,457,165,13,632,0.8490909090909091,0.064857758641187,0.7989765486220481,0.8555785172305188,False
bleu,effect on user emotion,User-Emotion Effect,4,145,9,474,149,13,632,1.4407158836689038,0.3588202738758832,0.5491621562493041,0.740781719303381,False
accuracy,effect on user emotion,User-Emotion Effect,2,125,11,494,127,13,632,0.7229778095919829,0.1954598265488292,0.658410775019465,0.7646842153883474,False
exact match,effect on user emotion,User-Emotion Effect,0,37,13,582,37,13,632,0.0,1.5853951781920712,0.207985270046988,0.740781719303381,False
moverscore,effect on user emotion,User-Emotion Effect,0,19,13,600,19,13,632,0.0,0.802041419678378,0.3704837186394114,0.740781719303381,False
meteor,effect on user emotion,User-Emotion Effect,1,59,12,560,60,13,632,0.7944444444444444,0.0532054714421489,0.817576532766451,0.8673709271634796,False
unieval,effect on user emotion,User-Emotion Effect,1,20,12,599,21,13,632,2.4246031746031744,0.5852019114045925,0.4442805307596816,0.740781719303381,False
g eval,effect on user emotion,User-Emotion Effect,0,23,13,596,23,13,632,0.0,0.974091689340012,0.323661839038627,0.740781719303381,False
bertscore,effect on user emotion,User-Emotion Effect,3,130,10,489,133,13,632,1.125563909774436,0.0322790738615011,0.8574165300126042,0.8971480740234857,False
bartscore,effect on user emotion,User-Emotion Effect,1,33,12,586,34,13,632,1.4656862745098038,0.1241779612018396,0.7245465994013451,0.8051006866980925,False
questeval,effect on user emotion,User-Emotion Effect,0,10,13,609,10,13,632,0.0,0.4190413212132234,0.5174157943310526,0.740781719303381,False
ndcg,effect on user emotion,User-Emotion Effect,0,10,13,609,10,13,632,0.0,0.4190413212132234,0.5174157943310526,0.740781719303381,False
recall,effect on user emotion,User-Emotion Effect,3,54,10,565,57,13,632,3.026315789473684,2.346520690315662,0.1255629776483831,0.640817202277556,False
f1,effect on user emotion,User-Emotion Effect,3,90,10,529,93,13,632,1.738709677419355,0.6511693151112126,0.4196949289096079,0.740781719303381,False
win rate,effect on user emotion,User-Emotion Effect,1,21,12,598,22,13,632,2.310606060606061,0.5296313364079381,0.4667618945417049,0.740781719303381,False
precision,effect on user emotion,User-Emotion Effect,2,34,11,585,36,13,632,3.01010101010101,1.637606272335904,0.2006542137079634,0.740781719303381,False
spearman correlation,effect on user emotion,User-Emotion Effect,2,19,11,600,21,13,632,5.29004329004329,3.3253090235288,0.0682211926741434,0.5092920873510547,False
pearson correlation,effect on user emotion,User-Emotion Effect,0,15,13,604,15,13,632,0.0,0.6311222241056955,0.4269439733440768,0.740781719303381,False
bleurt,effect on user emotion,User-Emotion Effect,0,32,13,587,32,13,632,0.0,1.3654188369072655,0.2426005530480312,0.740781719303381,False
qafacteval,effect on user emotion,User-Emotion Effect,0,10,13,609,10,13,632,0.0,0.4190413212132234,0.5174157943310526,0.740781719303381,False
cider,effect on user emotion,User-Emotion Effect,0,16,13,603,16,13,632,0.0,0.6737467977872003,0.4117483447792907,0.740781719303381,False
mrr,effect on user emotion,User-Emotion Effect,1,12,12,607,13,13,632,3.967948717948718,1.259643982622785,0.2617184905736799,0.740781719303381,False
distinct,effect on user emotion,User-Emotion Effect,2,14,11,605,16,13,632,7.0,4.296409309478002,0.0381929296788336,0.3796460238184058,False
attack success rate asr,effect on user emotion,User-Emotion Effect,0,14,13,605,14,13,632,0.0,0.5885674177100738,0.4429736246743428,0.740781719303381,False
perplexity,effect on user emotion,User-Emotion Effect,0,29,13,590,29,13,632,0.0,1.2343209068349192,0.2665683673514197,0.740781719303381,False
alignscore,effect on user emotion,User-Emotion Effect,0,11,13,608,11,13,632,0.0,0.461319327576193,0.4970080283785083,0.740781719303381,False
chair,effect on user emotion,User-Emotion Effect,0,10,13,609,10,13,632,0.0,0.4190413212132234,0.5174157943310526,0.740781719303381,False
chrf,effect on user emotion,User-Emotion Effect,0,13,13,606,13,13,632,0.0,0.5460821505769926,0.4599229588509761,0.740781719303381,False
comet,effect on user emotion,User-Emotion Effect,0,27,13,592,27,13,632,0.0,1.147288103442283,0.2841175648829201,0.740781719303381,False
cosine similarity,effect on user emotion,User-Emotion Effect,2,11,11,608,13,13,632,8.657342657342657,5.082809642795221,0.0241641816829811,0.2927359582223289,False
auroc,effect on user emotion,User-Emotion Effect,0,10,13,609,10,13,632,0.0,0.4190413212132234,0.5174157943310526,0.740781719303381,False
rouge,readability,Readability,5,160,2,465,165,7,632,7.075757575757575,6.347732812056702,0.0117531408220075,0.1885657417846644,False
bleu,readability,Readability,2,147,5,478,149,7,632,1.2966442953020134,0.0938119655807271,0.7593858390997983,0.8301952777725827,False
accuracy,readability,Readability,2,125,5,500,127,7,632,1.5905511811023625,0.2898570101037216,0.5903121761212511,0.7472265214368077,False
exact match,readability,Readability,0,37,7,588,37,7,632,0.0,0.8494501606116247,0.3567079311950673,0.740781719303381,False
moverscore,readability,Readability,1,18,6,607,19,7,632,5.37719298245614,1.6682465394611408,0.1964935607221851,0.740781719303381,False
meteor,readability,Readability,1,59,6,566,60,7,632,1.5888888888888888,0.1665648768251745,0.6831829310152338,0.7784091454845232,False
unieval,readability,Readability,0,21,7,604,21,7,632,0.0,0.4757790286928533,0.4903404897489027,0.740781719303381,False
g eval,readability,Readability,0,23,7,602,23,7,632,0.0,0.5219461122919291,0.4700127044954183,0.740781719303381,False
bertscore,readability,Readability,4,129,3,496,133,7,632,5.00250626566416,4.38708653475657,0.0362121432383546,0.3692080796480097,False
bartscore,readability,Readability,0,34,7,591,34,7,632,0.0,0.7786228801784072,0.377562643120175,0.740781719303381,False
questeval,readability,Readability,0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
ndcg,readability,Readability,0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
recall,readability,Readability,0,57,7,568,57,7,632,0.0,1.331016781400837,0.2486244118649423,0.740781719303381,False
f1,readability,Readability,0,93,7,532,93,7,632,0.0,2.2419192507367045,0.134314176087503,0.6621580271268006,False
win rate,readability,Readability,0,22,7,603,22,7,632,0.0,0.4988435399360528,0.4800087018791025,0.740781719303381,False
precision,readability,Readability,0,36,7,589,36,7,632,0.0,0.8258012307982369,0.3634894636437309,0.740781719303381,False
spearman correlation,readability,Readability,1,20,6,605,21,7,632,4.849206349206349,1.5023022424927015,0.2203174638553675,0.740781719303381,False
pearson correlation,readability,Readability,0,15,7,610,15,7,632,0.0,0.3381842760527674,0.5608791718660135,0.740781719303381,False
bleurt,readability,Readability,1,31,6,594,32,7,632,3.125,0.8621576174312517,0.353135601304975,0.740781719303381,False
qafacteval,readability,Readability,0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
cider,readability,Readability,0,16,7,609,16,7,632,0.0,0.3610230284840795,0.5479386199543832,0.740781719303381,False
mrr,readability,Readability,0,13,7,612,13,7,632,0.0,0.292618242683173,0.5885475635956433,0.7472265214368077,False
distinct,readability,Readability,0,16,7,609,16,7,632,0.0,0.3610230284840795,0.5479386199543832,0.740781719303381,False
attack success rate asr,readability,Readability,0,14,7,611,14,7,632,0.0,0.3153827211097667,0.5743957635228131,0.7414042706303636,False
perplexity,readability,Readability,1,28,6,597,29,7,632,3.4655172413793105,1.0021921434653729,0.316780654078217,0.740781719303381,False
alignscore,readability,Readability,0,11,7,614,11,7,632,0.0,0.2472000344362587,0.6190535563078535,0.7523248867023682,False
chair,readability,Readability,0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
chrf,readability,Readability,0,13,7,612,13,7,632,0.0,0.292618242683173,0.5885475635956433,0.7472265214368077,False
comet,readability,Readability,0,27,7,598,27,7,632,0.0,0.614739538763189,0.4330088504227372,0.740781719303381,False
cosine similarity,readability,Readability,0,13,7,612,13,7,632,0.0,0.292618242683173,0.5885475635956433,0.7472265214368077,False
auroc,readability,Readability,0,10,7,615,10,7,632,0.0,0.2245460656036605,0.6355976635792313,0.7539882696414163,False
rouge,translation accuracy,Translation Accuracy,0,165,8,459,165,8,632,0.0,4.8771006494124185,0.0272152966031575,0.316526178192585,False
bleu,translation accuracy,Translation Accuracy,7,142,1,482,149,8,632,22.691275167785236,14.973135599883737,0.0001090526926582,0.0064341088668338,True
accuracy,translation accuracy,Translation Accuracy,0,127,8,497,127,8,632,0.0,3.61500684851762,0.0572604859891866,0.4668166391393362,False
exact match,translation accuracy,Translation Accuracy,0,37,8,587,37,8,632,0.0,0.9716003554680024,0.3242813789508709,0.740781719303381,False
moverscore,translation accuracy,Translation Accuracy,0,19,8,605,19,8,632,0.0,0.4915572361049827,0.4832334782660424,0.740781719303381,False
meteor,translation accuracy,Translation Accuracy,1,59,7,565,60,8,632,1.361904761904762,0.0783528676913205,0.7795420876792453,0.8446578663301775,False
unieval,translation accuracy,Translation Accuracy,0,21,8,603,21,8,632,0.0,0.544189621878237,0.4607015790017417,0.740781719303381,False
g eval,translation accuracy,Translation Accuracy,0,23,8,601,23,8,632,0.0,0.5969957172469001,0.4397265973027373,0.740781719303381,False
bertscore,translation accuracy,Translation Accuracy,2,131,6,493,133,8,632,1.25062656641604,0.0731647804731377,0.7867833939302525,0.8477889946254791,False
bartscore,translation accuracy,Translation Accuracy,0,34,8,590,34,8,632,0.0,0.8905862933493787,0.3453184774316126,0.740781719303381,False
questeval,translation accuracy,Translation Accuracy,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
ndcg,translation accuracy,Translation Accuracy,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
recall,translation accuracy,Translation Accuracy,0,57,8,567,57,8,632,0.0,1.522437986899809,0.2172509256475517,0.740781719303381,False
f1,translation accuracy,Translation Accuracy,0,93,8,531,93,8,632,0.0,2.5644155956220924,0.1092929392905793,0.6131803250382504,False
win rate,translation accuracy,Translation Accuracy,0,22,8,602,22,8,632,0.0,0.5705708842272623,0.4500321513542903,0.740781719303381,False
precision,translation accuracy,Translation Accuracy,0,36,8,588,36,8,632,0.0,0.94455006347043,0.3311104223685344,0.740781719303381,False
spearman correlation,translation accuracy,Translation Accuracy,0,21,8,603,21,8,632,0.0,0.544189621878237,0.4607015790017417,0.740781719303381,False
pearson correlation,translation accuracy,Translation Accuracy,0,15,8,609,15,8,632,0.0,0.3868090479881258,0.5339814886389167,0.740781719303381,False
bleurt,translation accuracy,Translation Accuracy,3,29,5,595,32,8,632,11.25,8.06406936601109,0.004515166034477,0.1072498529488117,False
qafacteval,translation accuracy,Translation Accuracy,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
cider,translation accuracy,Translation Accuracy,0,16,8,608,16,8,632,0.0,0.4129318741447831,0.5204851404793112,0.740781719303381,False
mrr,translation accuracy,Translation Accuracy,0,13,8,611,13,8,632,0.0,0.3346910007415112,0.5629098258805294,0.740781719303381,False
distinct,translation accuracy,Translation Accuracy,0,16,8,608,16,8,632,0.0,0.4129318741447831,0.5204851404793112,0.740781719303381,False
attack success rate asr,translation accuracy,Translation Accuracy,0,14,8,610,14,8,632,0.0,0.3607288030517119,0.5481017553228509,0.740781719303381,False
perplexity,translation accuracy,Translation Accuracy,1,28,7,596,29,8,632,2.970443349753695,0.807242215986149,0.3689368485084001,0.740781719303381,False
alignscore,translation accuracy,Translation Accuracy,0,11,8,613,11,8,632,0.0,0.2827421729966932,0.5949095064239955,0.7493729251029531,False
chair,translation accuracy,Translation Accuracy,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
chrf,translation accuracy,Translation Accuracy,2,11,6,613,13,8,632,15.871794871794872,7.069268744510429,0.0078417253980305,0.1448738964949285,False
comet,translation accuracy,Translation Accuracy,5,22,3,602,27,8,632,37.34567901234568,22.109729784088895,2.5750128744842613e-06,0.0003622845036485,True
cosine similarity,translation accuracy,Translation Accuracy,0,13,8,611,13,8,632,0.0,0.3346910007415112,0.5629098258805294,0.740781719303381,False
auroc,translation accuracy,Translation Accuracy,0,10,8,614,10,8,632,0.0,0.2568308737337411,0.6123057947522406,0.7501053574024433,False
rouge,absence of omissions (relative to input),Absence of Omissions,22,143,43,424,165,65,632,1.448062015503876,2.141477826428371,0.1433637270002041,0.6828444184462849,False
bleu,absence of omissions (relative to input),Absence of Omissions,23,126,42,441,149,65,632,1.7751677852348993,5.163914652226607,0.0230608628324647,0.2897170094111515,False
accuracy,absence of omissions (relative to input),Absence of Omissions,12,115,53,452,127,65,632,0.9003119893032239,0.1226476826499296,0.7261804183585872,0.805936884209864,False
exact match,absence of omissions (relative to input),Absence of Omissions,3,34,62,533,37,65,632,0.7781168265039233,0.2150918652413196,0.6428053917417698,0.7590000397002562,False
moverscore,absence of omissions (relative to input),Absence of Omissions,5,14,60,553,19,65,632,2.6885964912280698,4.049587525726755,0.0441821390705863,0.4169438260946281,False
meteor,absence of omissions (relative to input),Absence of Omissions,14,46,51,521,60,65,632,2.6169934640522876,9.688416833896802,0.0018543324083283,0.0595012978040807,False
unieval,absence of omissions (relative to input),Absence of Omissions,2,19,63,548,21,65,632,0.9236583522297808,0.0139321467734502,0.9060403098724366,0.9330939259086992,False
g eval,absence of omissions (relative to input),Absence of Omissions,5,18,60,549,23,65,632,2.2065217391304346,2.6922133372483223,0.1008396534892443,0.6102152194048444,False
bertscore,absence of omissions (relative to input),Absence of Omissions,21,112,44,455,133,65,632,1.79066985645933,5.037675605578849,0.0248017471579474,0.2968629927110182,False
bartscore,absence of omissions (relative to input),Absence of Omissions,4,30,61,537,34,65,632,1.153326904532305,0.0821040094225696,0.7744661145851797,0.8426523043285506,False
questeval,absence of omissions (relative to input),Absence of Omissions,0,10,65,557,10,65,632,0.0,2.1889456858122074,0.1390044356294942,0.6716266264226144,False
ndcg,absence of omissions (relative to input),Absence of Omissions,1,9,64,558,10,65,632,0.971875,0.0009005401370057,0.976059874698192,0.9814257893474396,False
recall,absence of omissions (relative to input),Absence of Omissions,5,52,60,515,57,65,632,0.8406432748538012,0.1619882449421561,0.687332546228699,0.7784091454845232,False
f1,absence of omissions (relative to input),Absence of Omissions,10,83,55,484,93,65,632,1.053763440860215,0.0255903529069777,0.8729048245416534,0.9097110678556604,False
