criterion,count
Semantic reflectiveness,1
Semantic relatedness,1
Semantic relevance,1
Semantic similarity (meaning preservation),1
Semantic-equivalence,1
Sense,1
Sense Correctness,1
Sense of Self,1
Sense of self,1
Sensible,1
Sensible S,1
Sensicality,1
Sensitive Topic,1
Sensitivity and Openness,1
Sentence Cohesion,1
Sentence Splitting,1
Sentence completeness,1
Sentence construction,1
Sentence diversity,1
Sentence length,1
Sentence ordering correctness,1
Sentiment Classification Accuracy,1
Sentiment Coherence,1
Sentiment Shift (SS),1
Sentiment consistency,1
Sentiment preservation,1
Sequence Validity,1
Sequence(Intent),1
Severity levels,1
Sexism,1
Shape,1
Shareability,1
Short sentences,1
Shortlist decision,1
Sibling Granularity,1
Significant borrowing,1
Similar semantics,1
Similarity between conversational tones,1
Similarity between user requests,1
Similarity to Self,1
Similarity to expert feedback,1
Similarity to personal thoughts,1
Simple Language,1
Simplicity-phrase,1
Simplicity-structure,1
Simulates human impression,1
Singable Translation Score,1
Single-token contrast,1
Single-turn Coherence,1
Single-word recall,1
Situation,1
Situation relevance to ROT,1
Size Error,1
Skill,1
Skillfulness,1
Skin tone,1
Slot,1
Smooth and logical information flow between turns without abrupt topic shifts or contradictions,1
Smooth rhythm,1
Social Context Compliance,1
Social Goal Achievement,1
Social Harm,1
Social Norm Adherence,1
Social Norm Appropriateness,1
Social Rules,1
Social Understanding,1
Social skills,1
Societal norms,1
Soft Win Rate,1
Softening Sustain Talk,1
Solution correctness,1
Solution correctness perception,1
Solve Time,1
Somewhat misleading,1
Sound quality,1
Source Error,1
Source Issue,1
Spatial Accuracy,1
Spatial Correctness,1
Spatial Diversity,1
Spatial Relations,1
Spatial layout,1
Speaker identity preservation,1
Speaker similarity,1
Speaker's Intention,1
Speaking speed,1
Specific,1
Specification compliance,1
Specificity and Relevance Error,1
Speculative,1
Speech Clarity,1
Speech Naturalness,1
Speech Persona Adherence,1
Speech rate,1
Speed,1
Spurious Element,1
Stabilization,1
Stage 1 errors,1
Stance Alignment,1
Stance Appropriateness,1
Stance Identifiability,1
Stance Identification,1
Stance clarity,1
Standalone,1
Standardization,1
Star Rating,1
Start Time Rationality,1
Statement Entailment,1
Statement type (factual/cognitive),1
Stating Opinion As Fact,1
Stayed in Role,1
Step Success Rate,1
Step Type,1
Step Validity,1
Step completion,1
Step efficiency,1
Steps: total number of actions,1
Stereotype Avoidance,1
Stereotypical Association,1
Stereotyping,1
Sticker Diversity,1
Sticker Generation Quality,1
Stop,1
Story-text match,1
Storyline Consistency,1
Storytelling,1
Strategic planning,1
Strategicness,1
Strategy Accuracy,1
Strategy Consistency,1
Strategy Effectiveness,1
Strategy Shift,1
Strategy alignment with expert,1
Strategy reflection quality,1
Strength of conversational tone,1
Strength-of-claim,1
Strengthener,1
Strengths Identification,1
Structural Correctness,1
Structural Variation,1
Structural clarity,1
Structural errors,1
Structural information preservation,1
Structural informativeness,1
Structural logic,1
Structure & Coherence,1
Structure and Organization,1
Structure improvement,1
Structure similarity,1
Structured Response,1
Structured reasoning,1
Student Understanding,1
Style Alignment,1
Style Coherence,1
Style Compatibility,1
Style Consistency,1
Style Control,1
Style Error,1
Style Intensity,1
Style Matching,1
Style Replication,1
Style Transfer Quality,1
Style accuracy,1
Style adherence,1
Style errors,1
Style similarity ordering,1
Style transfer accuracy,1
Style/Awkward,1
Stylistic Sensitivity,1
Stylistic Shift (STS),1
Stylistic Similarity,1
Stylistic qualities,1
Sub-Issues,1
Sub-Question Answer Correctness,1
Sub-Question correctness,1
Sub-claim Verification,1
SubObjE,1
Subject,1
Subject Object Error,1
Subject misinterpretation,1
Subject similarity,1
Subjective,1
Substantial Progress,1
Substantialness,1
Substitution errors,1
Subtle Baseless Info,1
Subtle Conflict,1
SubtleDifference,1
Success rate,1
Sufficiency of included information,1
Suggest CBT-consistent goals and tasks that align with individualized CBT case formulation,1
Suggestions,1
Suggestions for Improvement,1
Suitableness,1
Summarization,1
Summarization Techniques,1
Summary of the Research Results,1
Support Facts Correctness,1
Support for Answer,1
Support for decision making,1
Supporting,1
Supportive,1
Supportive in coping with emotional situations,1
Surface-level Information,1
Suspense,1
Sycophancy Intensity,1
Symbolic Threat,1
Sympathized with the protagonist,1
Synchronization,1
Syntactic Change,1
Syntactic Correctness,1
Syntactic correctness,1
Syntactic errors,1
Syntactic patterns,1
Syntax Errors,1
Syntax diversity,1
Syntax/Spelling Mistake,1
System Quality,1
System Usability Scale,1
System distinguishability,1
Systematic distractor elimination,1
TGT-SRC,1
TGT-STI,1
TLDR quality,1
Table boundary accuracy,1
Table header,1
Table structure,1
Table-Insight Faithfulness,1
Table-Question Relevance,1
Takeaway,1
Target Audience Alignment,1
Target Demographic Groups,1
Target Relevance,1
Target Success,1
Target attribute match,1
Target identification accuracy,1
Target-style strength,1
Targeted Agency,1
Task Completion Capability,1
Task Completion Rate,1
Task Coverage,1
Task Quality,1
Task and capability fit,1
Task correctness,1
Task fairness,1
Task performance,1
Task requirement alignment,1
Task success,1
Task transparency,1
Task understanding,1
Taxonomy Consistency,1
Teaching Preference,1
Technical Accuracy of Feature Linkages,1
Technical Jargon,1
Technical Precision,1
Technical accuracy,1
Technical effort (HTER - number of edits),1
Template Compliance,1
Temporal,1
Temporal Coherence,1
Temporal Demand,1
Temporal Error,1
Temporal Order,1
Temporal Shift (TS),1
Temporal graph error,1
Temporal relation,1
Temporality,1
Tense,1
Tense/Modality Error,1
Term Precision,1
Test coverage adequacy,1
Testing student understanding,1
Text Accuracy,1
Text Aesthetics,1
Text Fidelity,1
Text Flow,1
Text Grammaticality,1
Text Naturalness,1
Text Persona Adherence,1
Text Readability,1
Text fluency,1
Text quality,1
Text-Image Alignment,1
Text-Subfigure Alignment,1
TextUtilization,1
Textual Coherence,1
Textual Completeness,1
Textual similarity,1
Thematic and Emotional Depth,1
Theme,1
Theme equivalence,1
Themes,1
Thought Pattern Overlap,1
Thought-step quality,1
Tie,1
Time Interval,1
Time Schedule Relevance,1
Time shift magnitude,1
Time to edit (editing duration),1
Time-Cost,1
Timestamp accuracy,1
Token quantity,1
Tone & authorial voice,1
Tone Preservation,1
Tone and sentiment consistency,1
Tone/Language/Stereotypes,1
Tool Usage,1
Topic Coherence,1
Topic Coherency,1
Topic Control,1
Topic Switch,1
Topic acceptability,1
Topic alignment,1
Topic-Shift,1
Topical Similarity,1
Total Match,1
Total Steps,1
Toxic Agreement,1
Toxic Type,1
Toxicity severity,1
Traceability,1
Trajectory correctness,1
Transcription accuracy,1
Transfer strength,1
Transformative,1
Transition,1
Transition Naturalness,1
Translation,1
Translation Detection,1
Translation Preference,1
Translation Similarity,1
Translation fidelity,1
Translation fluency,1
Translation quality score,1
Transliteration accuracy,1
Transmission principle agreement,1
Transportation Accessibility,1
Treatment Ability,1
Trend Consistency,1
Trivial,1
Tunisian Arabic Usage,1
Turing Test passing,1
Turing test acceptance,1
Tutor tone,1
Type Agreement,1
Type correctness,1
Type diversity,1
UI dependency,1
Unable to Decide,1
Unanswerability,1
Unanswerable without context,1
Uncertainty,1
Uncertainty (Not sure),1
Uncertainty and Confidence Error,1
Uncertainty expression,1
Unclarity,1
Undefined Function Call,1
Under-specified,1
Underly Broad Predictions,1
Underlying meaning reflection,1
Underspecification,1
Understood the protagonist's goals,1
Understood the protagonist's intentions,1
Understood the protagonist's needs,1
Unequivocal,1
Unevaluatable,1
Unfairness and Discrimination,1
Unfaithfulness,1
Unfaithfulness to the Reasoning Process,1
Unfinished Answering,1
Unfinished Thinking,1
Ungrammatical,1
Ungrammaticality,1
Unhelpful,1
Uniformity,1
Uninterpretability,1
Union,1
Unit conversion error,1
Unnatural,1
Unreasonable NEI,1
Unrelated Personal Attacks,1
Untruth contents of the other knowledge,1
Untruth contents of the target knowledge,1
Unverifiability,1
Upvote Likelihood,1
Urban Elements/Scenes Understanding,1
Use Gentle Challenges and Interpretations,1
Use of Evidence,1
Use of Knowledge,1
Use of Poetic Devices,1
Use of semantics,1
Useful-MCQ,1
Useful-OEQ,1
Useful-Sum,1
Usefulness (Diagnosis),1
Usefulness (General),1
Usefulness (Inter-&Intrapersonal),1
Usefulness (Moments of Change),1
Usefulness for subtle stereotypes,1
Usefulness of suggestions,1
User Engagement,1
User Intent Similarity,1
User Quality,1
User Satisfaction,1
User adaptation,1
User trust in epistemic markers,1
Using Pedagogical Techniques,1
Using wrong information,1
Utility,1
VALUE relevance to Cultural Atlas,1
VALUE relevance to ROT,1
VQA turns,1
Vagueness,1
Valence,1
Valid Simplification,1
Validation approach,1
Validity in context,1
Validity of Reasoning,1
Validity of test,1
Validity of translations,1
Value Correctness,1
Value Coverage,1
Variable correctness,1
Veracity Assignment,1
Veracity label prediction,1
Verb conjugation,1
Verbatim copying,1
Verbosity,1
Verbosity (length),1
Verifiable,1
Video Details,1
Video Summary,1
Video-Audio Consistency,1
Violation status,1
Virtual Knowledge,1
Visual Appeal,1
Visual Attributes,1
Visual Faithfulness,1
Visual Focus Validity,1
Visual Grounding,1
Visual change,1
Visual consistency,1
Visual grounding,1
Visual quality,1
Visual understanding,1
Visual-Description,1
Visual-change,1
Visualization,1
Visualization Quality,1
Vivid Imagery,1
Vulnerability presence,1
Vulnerability type identification,1
WAI-SR,1
WORD CHOICE,1
Warmth,1
Warning,1
Weakener,1
Weather Adaptability,1
Well-Formedness,1
Well-formed,1
White Sounding,1
Willingness,1
Win,1
Win Rate,1
Win/Tie/Lose,1
Winnability,1
Word (non-name/number phrases),1
Word Error Rate,1
Word analysis accuracy,1
Word error,1
Word order,1
Word ordering errors,1
Word-objective,1
Word-subjective,1
Work-Life Balance Evaluation,1
Working alliance,1
Working memory performance (d-prime scores),1
World knowledge consistency,1
World-Building and Setting,1
Writing Quality,1
Writing Style Consistency,1
Writing and Language,1
Wrong Anagram,1
Wrong Assumption,1
Wrong Context,1
Wrong Context Understanding,1
Wrong Counting,1
Wrong Elimination,1
Wrong Premise Right Conclusion (WR),1
Wrong Premise Wrong Conclusion (WW),1
Wrong Reasoning,1
Wrong language,1
Wrong lexical choice,1
Wrong part-of-speech,1
Wrong preposition,1
Wrong translation,1
Xenophobia,1
ability to discover new perspectives,1
ability to guide/correct agents,1
ability to recognize colors,1
ability to recognize materials,1
ability to recognize shapes,1
abruptness,1
absence,1
absence of direct answers,1
absence of explicit leakage,1
absence of misleading/contradictory/irrelevant information,1
absence of non-target information,1
absence of translationese,1
absence of undesired changes,1
absolute difference to target value,1
abstractness,1
academic,1
acceptability preference,1
acceptable,1
acceptable answers,1
acceptance of suggestions,1
accessibility,1
accuracy and adequacy of correction,1
accuracy at threshold,1
accuracy of GPT-4o's judgment,1
accuracy of binary classification (Yes/No),1
accuracy of categorization,1
accuracy of cognitive model components,1
accuracy of importance ranking,1
accuracy of number of arms,1
accuracy of question decomposition,1
accuracy of speech recognition,1
accuracy of terminology localization,1
accuracy of treatment plan,1
accuracy on motivation recognition,1
accurate correction,1
accurate description,1
accurate information,1
accurate representation of source transcript,1
acknowledgement,1
acoustic & harmonic quality,1
action consistency,1
action correctness,1
action depiction accuracy,1
action matching,1
actionability,1
active listening,1
added vs. changed classification,1
additional content,1
additional information about people,1
address handling correctness,1
adds new information,1
adequate context,1
adequate splitting,1
adherence to Braille rules,1
adherence to NGO guidelines,1
adherence to constraints (commonsense and hard),1
adherence to description,1
adherence to guidelines,1
adherence to instructions,1
adherence to intention,1
adherence to plan,1
adherence to prompt,1
adherence to skeptical/credulous reasoning mode,1
adherence to template,1
adhesion,1
admissibility,1
advice refusal,1
advisement,1
aesthetics,1
affect,1
affective attitude,1
affective empathy,1
affective state identification,1
agentic,1
aggregate article bias,1
aggressiveness,1
agreement consistency,1
agreement level,1
agreement on argument components,1
agreement on argument relations,1
agreement with AI advice,1
agreement with LLM-based correctness assessment,1
agreement with context,1
agreement with detector,1
agreement/disagreement between sentences,1
agrees,1
algorithm problem solution,1
aligned image relevance,1
aligned with the image,1
alignment accuracy,1
alignment correctness,1
alignment of answer decomposition for the task of attribution,1
alignment quality,1
alignment with expert perspectives,1
alignment with fable's core message,1
alignment with human preference,1
alignment with human preferences,1
alignment with intended bias,1
alignment with intent,1
alignment with intuition,1
alignment with native cultural expectations,1
alignment with persona,1
alignment with prompts,1
alignment with reference,1
alignment with sociocultural factors,1
alignment with target value distribution,1
alignment with task requirements,1
alignment with traveler personas,1
alignment with user profile,1
aligns with taxonomy,1
alleviation of shame,1
allocational harm,1
alternative to mouse and keyboard,1
ambiguity capture,1
ambiguity impact on performance,1
ambiguity reduction,1
ambiguity resolution,1
amount of additional information,1
amount of extra-image information learned,1
amount of information,1
amusing,1
analogical similarity,1
analogy identification accuracy,1
analytical reasoning,1
anaphora,1
anchor relevance,1
anger,1
annotation confidence,1
annotation quality,1
annotation time,1
anomalies,1
answer attribution,1
answer clarity,1
answer compatibility,1
answer completeness,1
answer consistency,1
answer content diversity,1
answer justification,1
answer quality preference,1
answer utility,1
answer validity,1
answer-ground truth matching,1
answerable from single continuous span,1
answered,1
answered_by_elaboration,1
answering accuracy,1
anticipation,1
anxiety,1
application of therapy technique,1
appraisal accuracy,1
appropriate reasoning steps,1
appropriateness for dietary constraint,1
appropriateness of linking,1
appropriateness of onomatopoeia,1
appropriateness of pseudo-label,1
appropriateness of question,1
argument extraction accuracy,1
argument quality,1
argument selection,1
argument span correctness,1
argument validity,1
argument-coherence,1
argumentativeness,1
arousal,1
arousal statistics,1
article relevance,1
ask-for-clarification,1
aspect,1
aspect informativeness,1
aspect specificity,1
assemblability possibility,1
assessment effectiveness,1
associated span detection,1
association,1
associative empathy,1
atomic fact coverage,1
atomic facts preservation,1
atomicity,1
attack success rate,1
attacking efficiency,1
attitude flow coherence,1
attraction,1
attributability,1
attribute accuracy,1
attribute alignment,1
attribute consistency,1
attribute match,1
attribute selection,1
attribution correctness,1
attribution helpfulness,1
audio clarity,1
audio misunderstanding detection,1
audio similarity,1
authenticity of dialect,1
authenticity to LLM capabilities,1
authorship likelihood,1
average turns,1
avoidance of false/fabricated information,1
avoidance of non-inferable information,1
avoidance of repetition,1
avoidance of unfounded expansion,1
avoiding contradiction,1
background,1
background clutter,1
background consistency,1
backstory plausibility,1
bad triplet,1
beginning,1
behavioral logic,1
belief state faithfulness,1
believability,1
best continuation,1
best representation of metaphor meaning,1
better,1
better or equal to human,1
bias presence,1
bias type,1
biased,1
bidirectional entailment,1
biochemical interaction,1
biography identification,1
biography usage,1
block relevance,1
block type suitability,1
body part movements,1
body size descriptions,1
brevity,1
broad,1
bucket assignment,1
burden,1
calculation error,1
caption alignment with image,1
caption quality,1
caption relevance,1
capture of main differentiator,1
captures the gist of the article,1
care,1
carries useful information from the alt-text,1
case error,1
casualness,1
category correctness,1
causal relationship correctness,1
causal relationships,1
causal terms identification,1
cause of death revealed,1
certainty,1
chaotic scenes,1
character attribute extraction,1
character development,1
character presence,1
character relation similarity,1
characteristic phrases,1
choice/weak reasoning,1
citation redundancy,1
citation relevance,1
citation supportiveness,1
citation utility,1
claim check-worthiness,1
clarity and structure,1
clarity of intended relation type,1
clarity of meaning,1
clarity of reasoning,1
clarity/grammar,1
classification label correctness,1
clear explanation,1
clearness of theme,1
clinical alignment,1
clinical correctness,1
clinical relevance,1
clinically insignificant,1
clinically significant,1
close vs. far analogy,1
closed-set,1
cluster assignment correctness,1
cluster matching,1
cluster membership identification,1
cluster relatedness,1
co-reference,1
code comments,1
code correctness,1
code-switching ability,1
coding standards,1
coding style similarity,1
cognitive effort,1
cognitive empathy,1
coherence (passage-level),1
coherence (sentence-level),1
coherence with commonsense,1
coherence with query,1
coherent diversity,1
cohesion,1
cohesion quality,1
collision avoidance,1
color fidelity,1
combined factuality,1
comfort (human),1
comfort (machine),1
comforting,1
comment,1
commenting support,1
common phrases,1
common sense reasoning,1
common-sense sensitivity,1
commonsense inference,1
commonsense knowledge alignment,1
commonsense plausibility,1
commonsense satisfaction,1
commonsense validity,1
commonsensible,1
commonsensical,1
communal,1
communication of consequence,1
community benefit,1
community membership,1
comparability,1
comparable content,1
comparison set identification correctness,1
comparison to baseline,1
comparisons,1
competence,1
complaint system responses,1
complete,1
complete dead code removal,1
complete misunderstanding,1
complete reasoning,1
complete-sentence,1
completeness (no missing critical utterance),1
completeness of implicit CSK,1
completeness of reasoning,1
completeness of solution steps,1
completeness of the argument,1
completion,1
completion rate,1
complexity level,1
compliance with unambiguous version,1
compositional,1
comprehension impact,1
comprehension type,1
compression rate,1
concept preservation rate,1
concept understanding,1
concept-level clustering,1
conceptual accuracy,1
conceptual clarity,1
conceptual depth,1
conceptual intent,1
concise,1
conciseness of expression tree,1
condescension,1
condition consistency,1
confabulations,1
confidence improvement,1
confidence in correctness,1
confidence in recommendations,1
confidence level,1
confirmation,1
conflict type,1
conflicting logic,1
conflicts,1
confusions,1
consistency of relationships and events,1
consistency with answer,1
consistency with dialogue history,1
consistency with dialogue history (HI),1
consistency with domain knowledge,1
consistency with extensions,1
consistency with image,1
consistency with input,1
consistency with instructions,1
consistency with knowledge base (KBI),1
consistency with medical consensus,1
consistency with news body,1
consistency with positive examples,1
consistency with previous step,1
consistency with prompt,1
consistency with reference,1
consistency with role instructions,1
consistency with sample-level labels,1
consistency with subgoal,1
consistency with user profile,1
consistency with user query (QI),1
consistency with video,1
consistent,1
consistent reference to the same object,1
constraint adherence,1
constraint extraction,1
constraint presence,1
constraint violation,1
constructive,1
content addition,1
content alignment,1
content non-hallucination,1
content non-redundancy,1
content order,1
content recall,1
content relevance,1
content representation accuracy,1
content retention,1
content selection,1
content similarity,1
content suggestion,1
content support,1
content verifiability errors,1
content/fact coverage,1
context,1
context attribute extraction,1
context attribution,1
context capture,1
context correctness,1
context dependence,1
context dependency,1
context fit,1
context sufficiency,1
context support,1
context-consistency,1
contextual consideration,1
contextual integration,1
contextual understanding,1
contextual word sense,1
contextual-relevance,1
contextuality,1
continuity,1
contradicted,1
contradicting facts,1
contradicting information,1
contradicts commonsense,1
contrast,1
contrastiveness,1
control-consistency,1
controllability accuracy,1
conversation fit,1
conversation strategy,1
conversation trajectory understanding,1
conversational styles,1
conversion correctness,1
conveyance of figurative meaning,1
convincing,1
convincingness,1
cooperative,1
cooperativeness,1
coordination,1
coreference resolution accuracy,1
correct NLI label selection,1
correct answer matches conditioning,1
correct classification,1
correct classification of unsafe content,1
correct counterparts in predictions,1
correct covert meaning presence,1
correct dialogue state tracking,1
correct editing,1
correct hallucination type,1
correct hand assignment,1
correct inflection in context,1
correct interpretation of evidence,1
correct label matching,1
correct number of arms,1
correct ordering,1
correct outcome,1
correct property,1
correct representation of compound and sequential actions,1
correct split,1
correct split placement,1
correct template,1
correction,1
correction independence,1
correction of omissions,1
correctly tagged language,1
correctly understood,1
correctly_predicted_relations,1
correctness (exact match),1
correctness (image),1
correctness (text),1
correctness in pinpointing false assumptions,1
correctness of answers,1
correctness of claim,1
correctness of delexicalization,1
correctness of description,1
correctness of entailment label,1
correctness of expression tree,1
correctness of final answer,1
correctness of gendered word use,1
correctness of intermediate reasoning steps,1
correctness of logical forms,1
correctness of logical reasoning,1
correctness of mapping to survey option,1
correctness of punchline,1
correctness of regex with respect to description,1
correctness of solvability status,1
correctness of statements,1
correctness of sufficiency prediction,1
correctness of the inflected form,1
correctness of the update,1
correctness of translation,1
correctness relative to source text,1
correlation,1
correlation with human judgments,1
coverage of important constraints,1
coverage of mandatory constraints,1
coverage of optional constraints,1
coverage of salient information,1
coverage with respect to reference,1
covered cells,1
creative,1
creative problem-solving,1
creative quality rating,1
credibility,1
crime scene revealed,1
criticality,1
critique_quality,1
cross-modal grounding,1
cross-sentence coreference resolution,1
cross-turn reasoning,1
crude errors (CE),1
cultural authenticity,1
cultural awareness,1
cultural relevance and sensitivity,1
cultural specificity,1
culturally plausible,1
cyclic vs. non-cyclic process,1
dangerous language,1
dangerousness,1
data ownership,1
data quality assurance,1
de-contextualized,1
de-stigmatization,1
debugging efficiency,1
decision confidence,1
decision consistency,1
decision correctness,1
decision revision,1
decision time,1
decision-making autonomy,1
decisiveness,1
definition,1
degeneracies,1
degree of gender bias,1
deletion/substitution error,1
demeaning content,1
depth and detail,1
depth of analysis,1
depth of explanation,1
depth of reasoning,1
derailment prediction accuracy,1
description helpfulness,1
design quality,1
desired change performed,1
detail balance,1
detail completeness,1
detail level,1
detailed description,1
detailedness,1
detecting invalid options,1
detection,1
diacritization,1
diagnosis accuracy,1
diagnostic accuracy,1
dialect identification,1
dialectical quality,1
dialog consistency,1
dialog-target success rate,1
dialogue act appropriateness,1
dialogue efficiency,1
dialogue naturalness,1
dialogue quality,1
dialogue success,1
dialogue success (both agents select the same dot),1
different name with similar sounds,1
different relations,1
different word choice,1
differentiation of study arms,1
difficulty inferring ingredient amounts,1
difficulty of execution,1
difficulty of locating information,1
difficulty of organizing content,1
difficulty of recognition,1
difficulty rating,1
dimension relevance,1
direct bias,1
direct refusal,1
direct verifiability,1
directly relevant,1
disambiguation preference,1
disclosure,1
disclosure of correct answer,1
discourse relation validity,1
discourse role assignment,1
discriminability,1
discriminatory stereotypes,1
disease correspondence,1
disfluent,1
disgust,1
dislike,1
dislike current topics,1
dissimilar relations,1
distinction between multiple-answer options,1
distinguishability,1
distorted evidence,1
distractibility,1
distractor efficiency,1
distractor plausibility,1
distribution estimation,1
diversification,1
diversity of generated puns,1
diversity of rhyme,1
doctor-likeness,1
domain adherence,1
domain appropriateness,1
dominance,1
duplicated input,1
duration,1
ease,1
ease of answering with web search,1
ease of answering without web search,1
ease of following,1
ease of interpretation,1
ease of repair,1
edge case failures,1
edification,1
edit intention classification,1
edit type correctness,1
edit-level quality,1
editability,1
editing cost,1
editing duration,1
educational utility,1
educational value,1
effectiveness direction,1
effectiveness for identifying appropriate response location,1
effectiveness of responses,1
efficacy,1
effort,1
elaboration-like,1
emotion accuracy,1
emotion appropriateness,1
emotion category,1
emotion classification,1
emotion expression,1
emotion faithfulness,1
emotion vs mood,1
emotional alignment,1
emotional connection,1
emotional expressiveness,1
emotional label,1
emotional states,1
emotional support quality,1
emotional-awareness,1
emotional/empathetic coverage,1
empathy accuracy,1
emphasis of positive aspects,1
encouragement of unprofessional actions,1
end with non-positive responses,1
ending,1
enforces,1
engaged,1
enough split,1
entailed,1
entailment correctness,1
entailment relation correctness,1
enticement to act,1
entity correctness,1
entity disambiguation,1
entity inclusion,1
entity linking correctness,1
entity mapping consistency,1
entity presence,1
entity recognition,1
entity recognition accuracy,1
entity redundancy,1
entity relevance,1
entity salience,1
entity specificity and semantic precision,1
entity type labeling,1
entity-specificity,1
entry rate (wpm),1
equivalent,1
erroneous correction,1
erroneous span detection,1
erroneous text detection,1
error category,1
error count per category,1
error detection,1
error detection accuracy,1
error explanation quality,1
error identification,1
error identification accuracy,1
error location consistency,1
error presence,1
error rate,1
error rate (CER),1
error recovery,1
error severity rating,1
error span annotation,1
error span detection,1
error span identification correctness,1
error type,1
error type alignment,1
error type consistency,1
error type identification,1
error type sensitivity,1
error-detection,1
error-free answers,1
error_type_identification,1
essential information,1
essential object relationships,1
ethical adherence,1
ethical appropriateness,1
ethical safety,1
ethicality,1
ethics,1
event commonsense,1
event occurrence,1
event presence,1
event relevance,1
event sequence,1
event specificity,1
event temporal relation annotation,1
event trigger identification,1
event type definition similarity,1
evidence revealed,1
evidence selection,1
evidence sufficiency,1
evidence support,1
exact match,1
exact word match,1
exam scoring rules,1
example,1
example accuracy,1
excessive noise,1
excessive refusal,1
exchangeability,1
executable,1
execution accuracy,1
expectedness,1
explainability,1
explanation accuracy,1
explanation adequacy,1
explanation alignment,1
explanation plausibility,1
explanation_score,1
explanatory adequacy,1
explicitly conveyed,1
explicitness,1
expressibility in scene graph format,1
expression diversity,1
expression error,1
extensibility,1
extra information,1
extra words,1
extra words at the end,1
extraction correctness,1
extraction fidelity,1
extractiveness,1
extracurricular,1
extraneous information,1
extrinsic errors,1
extrinsic information,1
extrinsically hallucinated,1
eye movements,1
fabricated references,1
facet coverage,1
fact coverage,1
fact matching,1
fact number correctness,1
fact preservation,1
fact selection,1
factual,1
factual correctness (descriptive facts),1
factual correctness (inferred facts),1
factual correctness and completeness,1
factual fabrication,1
factual inconsistency,1
factual preservation,1
factual recall,1
factual similarity,1
factual soundness,1
factual statements,1
factuality by world knowledge,1
factuality change,1
factually accurate,1
fair,1
fairness of representation,1
faithful,1
faithfulness (extrinsic errors),1
faithfulness (intrinsic errors),1
faithfulness to constraints,1
faithfulness to document,1
faithfulness to end user intention,1
faithfulness to image,1
faithfulness to original harmful intent,1
faithfulness to original meaning,1
faithfulness to predicted acts,1
fake news detection,1
fallacy class match,1
false concatenation,1
false information,1
false negative,1
false negatives,1
false positives,1
false prediction,1
familiarity of notation,1
familiarity rating on 5-point Likert scale,1
fascination,1
feature completeness,1
features affecting ease/hardness,1
fee_waiver,1
feedback effectiveness,1
feedback on tool characteristics,1
feedback-type,1
feminine verb form usage for female subjects,1
fewer hallucinations,1
figurativeness,1
filler naturalness,1
filter rationale correctness,1
final answer correctness,1
fine-grained,1
fine-grained AMR node/edge labels,1
fingerspelling detection accuracy,1
first error step detection,1
first_gen,1
fit to code difference,1
fit with context,1
fixation,1
fixation duration,1
flagging behavior,1
flaw_dimension,1
flight score,1
flow design,1
fluency/naturalness,1
fluent,1
focus on emotion cause words,1
focus on identity,1
focus on negative experiences,1
focus on transition,1
followability,1
following all instructions,1
following rate,1
forgetting,1
format correctness,1
format integrity,1
format usability,1
fostering the relationship,1
frame assignment correctness,1
framing bias,1
freedom from hallucinations,1
freedom from misleading language,1
freedom from overt mistakes,1
frequency of encountering long documents,1
fulfillment of request,1
fulfillment of the goal,1
fulfillment of user query,1
full explanation of link,1
functional activity,1
functional correctness,1
functional roles of sentences,1
functionality preservation,1
funniness,1
gathering information,1
gender,1
gender depiction accuracy,1
gender inflection correctness,1
gender neutrality,1
gender translation accuracy,1
gender-age accuracy,1
gender-fairness,1
general translation quality,1
generality,1
generalizations,1
generation appropriateness,1
generic,1
genre identification,1
givenness,1
global coherence,1
glossing conventions,1
goal achievement,1
goal adherence,1
goal-relevance,1
good,1
good English,1
good match for intended purpose,1
good response rate,1
goodness,1
grade alignment,1
grammar and fluency,1
grammar mistakes,1
grammatical coherence,1
grammatical complexity,1
grammatical error,1
grammatical errors,1
grammatical fluency,1
grammatical gender accuracy,1
grammatical gender agreement,1
grammatical quality,1
grammatical soundness,1
grammatical/syntactic information,1
grandstanding,1
granularity,1
graph coherence,1
grounded,1
grounded and relevant explanations,1
grounding accuracy,1
grounding acts classification,1
grounding in segments,1
groundness,1
guidance presence,1
hallucinated entities,1
hallucinated relations,1
hallucination avoidance,1
hallucination cause categorization,1
hallucination error,1
hallucination levels,1
hallucination robustness,1
hard,1
hard-coded data,1
harm,1
harm categories,1
harmful content,1
harmoniousness,1
hate speech presence,1
headline,1
headlinese,1
hedge correctness,1
helpfulness for purchase decision,1
helpfulness for understanding AI reasoning,1
helpfulness of answers,1
helpfulness of article highlights,1
helpfulness of claim highlights,1
helpfulness of highlighted tokens,1
helpfulness of refinement,1
helpfulness vs harmfulness,1
hierarchical clarity,1
hierarchy structure quality,1
high tendency,1
high-correlation,1
high-frequency,1
high-quality,1
history dependence,1
holistic,1
homophone change identification,1
human answerability,1
human authorship,1
human direction accuracy,1
human judgment,1
human likeness,1
human-centric alignment,1
human-soundingness,1
human-written vs. machine-perturbed,1
humanlike,1
humanlike tone,1
humor degree,1
humour,1
identification of harm in prompt,1
identifying correct answers,1
identity fusion level,1
identity presence,1
identity-related assumptions,1
idiom translation,1
idiomaticity,1
idioms usage,1
illogical flow,1
image coherence,1
image consistency,1
image description quality,1
image necessity,1
image-audio matching,1
image-context matching (overall),1
image-sharing rationale relevance,1
image-sharing speaker adequacy,1
image-sharing turn relevance,1
image-text matching,1
