criterion,count
stereotype bias,1
stereotypical,1
storyline coherence,1
storyline logicality,1
strategy adherence,1
strength,1
structural balance,1
structural integrity,1
structural similarity,1
structural soundness,1
structure improvement,1
style adherence,1
style alignment,1
style consistency,1
style transfer accuracy,1
stylistic consistency,1
stylistic divergence,1
stylistic variation,1
sub-goal completion,1
sub-task discovery,1
success,1
success (binary),1
successful execution,1
succinctness,1
sufficiently answers the original query,1
suitability of rationale,1
suitableness,1
summarization quality,1
summary quality,1
support alignment,1
support for SQL-based reasoning,1
support from source documents,1
support or contradiction of concepts,1
supported/unsupported,1
supportiveness of document for answering the query,1
surface-level match,1
surprisingness,1
swapped events,1
sycophancy,1
sycophancy detection,1
syllogistic reasoning,1
symbolic reasoning capability,1
syntactic constraints,1
syntactic integrity,1
syntax,1
syntax similarity,1
target achievement,1
target attribute achievement,1
target attribute alignment,1
target consistency,1
target success rate,1
targeted,1
task alignment,1
task completion,1
task completion contribution,1
task diversity,1
task fulfillment,1
task relevance,1
task success,1
task success (pass),1
task-solving,1
technical accuracy,1
technical language,1
technical quality,1
technical terms,1
technology or nature preference,1
temporal understanding,1
tendency to reinforce or correct false claims,1
terminology,1
terminology consistency,1
test case pass rate,1
test output correctness,1
text content,1
text-image alignment,1
text-image coherence,1
text-image relevance,1
text-level error type classification,1
textual coherence,1
textual information,1
textual tone of voice consistency,1
therapy technique,1
thought-provoking,1
time detection,1
timeouts,1
timing of topic shift,1
tone adherence,1
topic,1
topic coverage,1
topic diversity,1
topic shift detection,1
topic similarity,1
topic uniqueness,1
topical relevance,1
total_predicted_relations,1
toxic content detection,1
transformation satisfaction,1
translation quality (Direct Assessment score),1
translation quality scoring,1
translationese,1
transparency,1
transparency disclosure,1
trap identification,1
truth,1
type adaptability,1
type of added information,1
typicality,1
unacceptable,1
unanswered,1
uncertainty,1
under-translation,1
underspecification,1
unfair bias,1
unknown question rejection,1
unsafe,1
urgency,1
use of counter-questions,1
use of verifiable evidence,1
user engagement,1
user involvement,1
user self-disclosure,1
user similarity,1
using game lore,1
utility,1
utility preservation,1
validity and uniqueness,1
value alignment,1
value reinforcement (seeker perspective),1
value reinforcement (supporter perspective),1
variety,1
variety of vocabulary,1
veracity,1
verbal uncertainty,1
very little information,1
vibe,1
video relevance,1
violations,1
visual clarity,1
visual grounding,1
visual organization,1
visual quality of depiction,1
visual similarity,1
visual structure,1
vocabulary,1
war or peace preference,1
warning,1
well-formedness,1
whether AI answers more than once,1
whether all instructions are fulfilled,1
whether retrieved documents can support answering the question,1
wording variation,1
world knowledge bias,1
worry,1
writing style,1
wrongly gendered,1
zip,1
