original,normalized,count,qcet_id
patterns or inconsistencies in content,Internal Consistency of Outputs,1,QOG-c-4
partial coverage,Absence of Omissions (relative to input),1,QIC-c-1
perfect,Complete Target Output Matching,1,QTC-w-3
phrasing diversity,Diversity/Non-diversity (form),1,QOF-f-1
poetic style,Poeticness/Non-poeticness (form),1,QOF-f-2
potentially offensive or dangerous for children,Appropriateness (outputs as a whole),1,QEG-w-2
probability of correctness,Correctness of Outputs (outputs as a whole),1,QOC-w-1
programming language specification,Adherence to Syntactic Rules,1,QEC-f-2
proximity to expected answer,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
proximity to ground-truth,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
real vs synthetic,Non-AI Likeness,1,QOG-w-4.2
readability improvement,Readability,1,QOG-w-2
real vs fake classification,Classification Accuracy,1,QTC-w-1
reasoning consistency,Internal Consistency of Outputs,1,QOG-c-4
recognition of same person in sequence,Sequence Labelling Accuracy,1,QTC-w-2
rejection vs. acceptance of query,Classification Accuracy,1,QTC-w-1
relative win rate against baseline,Win Rate,1,QEG-w-10
relevance to content,Relevance to Input,1,QIG-c-3
relevance to document,Relevance to Input,1,QIG-c-3
relevance to main focus,Relevance to Input,1,QIG-c-3
relevance to human reference,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
relevance to instruction,Relevance to Input,1,QIG-c-3
relevance to intent,Relevance to Input,1,QIG-c-3
reply usefulness,Usefulness for Task/Information Need,1,QEG-w-3.1
result similarity,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
response type (compliance vs refusal),Appropriateness of System Response Type,1,QIG-f-1
rule application correctness,Consistency with Input,1,QIC-c-3
script label correctness,Classification Accuracy,1,QTC-w-1
second,__DROP__,1,AUX-Other
semantic matching,Meaning Accuracy,1,QTC-c-1
semantic comprehensibility,Understandability,1,QOG-w-5
semantic equivalence of error messages,Meaning Accuracy,1,QTC-c-1
semantic meaning equivalence,Meaning Accuracy,1,QTC-c-1
sentiment reflection,Control over Sentiment,1,QIF-w-2
similarity to ground-truth,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
similarity to human descriptions,Similarity/Dissimilarity to Non-target Reference (outputs as a whole),1,QEF-w-1
solution relevance to instruction,Relevance to Input,1,QIG-c-3
spelling correctness,Spelling Accuracy,1,QOC-f-2
step relevance,Relevance to Input,1,QIG-c-3
storyline coherence,Coherence,1,QOG-c-3
style adherence,Adherence to Style Guide,1,QEC-f-1
structural similarity,Similarity/Dissimilarity to Non-target Reference (form),1,QEF-f-1
stylistic variation,Diversity/Non-diversity (form),1,QOF-f-1
sufficiently answers the original query,Degree to which Output Answers Question in Input,1,QIG-w-2
successful execution,Functional Correctness,1,QEC-w-1
surface-level match,Similarity to Target Outputs (form),1,QTG-f-1
swapped events,Semantic Correctness,1,QOC-c-1
support from source documents,Relative Factual Accuracy,1,QEC-c-2
supported/unsupported,Relative Factual Accuracy,1,QEC-c-2
supportiveness of document for answering the query,Relevance to Input,1,QIG-c-3
syntactic integrity,Grammaticality,1,QOC-f-1
syntactic constraints,Conformance to Syntactic Structure (given in input),1,QIC-f-1
task completion contribution,Usefulness for Task/Information Need,1,QEG-w-3.1
target attribute achievement,Control over Multiple Attributes,1,QIF-w-5
task relevance,Relevance to Input,1,QIG-c-3
task success (pass),Functional Correctness,1,QEC-w-1
test case pass rate,Functional Correctness,1,QEC-w-1
test output correctness,Complete Target Output Matching,1,QTC-w-3
textual coherence,Coherence,1,QOG-c-3
topic diversity,Diversity/Non-diversity (content/meaning),1,QOF-c-1
topic similarity,Similarity/Dissimilarity to Input (content/meaning),1,QIF-c-2
tone adherence,Control over Style,1,QIF-f-2
topical relevance,Relevance to Input,1,QIG-c-3
transformation satisfaction,User Satisfaction as Affected by Outputs,1,QEG-w-6
truth,Factual Truth,1,QEC-c-1
underspecification,Specificity/Non-specificity (relative to input),1,QIF-c-3
veracity,Factual Truth,1,QEC-c-1
whether all instructions are fulfilled,Absence of Omissions (relative to input),1,QIC-c-1
wording variation,Diversity/Non-diversity (form),1,QOF-f-1
PLAUSIBILITY,Factual Truth,1,QEC-c-1
Realism,Humanlikeness,1,QOG-w-4
Meaning Preservation,Consistency with Input,1,QIC-c-3
Meaning preservation,Consistency with Input,1,QIC-c-3
Attribution,Relative Factual Accuracy,1,QEC-c-2
reliability,__DROP__,1,AUX-Other
interesting,Engagingness/Interestingness,1,QEF-w-10
Salience,__DROP__,1,AUX-Other
knowledge,Factual Truth,1,QEC-c-1
Other,__DROP__,1,AUX-Other
other,__DROP__,1,AUX-Other
Overall Preference,User Satisfaction as Affected by Outputs,1,QEG-w-6
Succinctness,Nonredundancy (output as a whole),1,QOG-w-1
Semantics,Semantic Correctness,1,QOC-c-1
bias,Absence of Bias / Stereotypes,1,QEC-c-3
proactivity,__DROP__,1,AUX-Other
Reasoning Error,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Suggestion,Usefulness for Task/Information Need,1,QEG-w-3.1
cultural relevance,Appropriateness (content/meaning),1,QEG-c-2
Cultural relevance,Appropriateness (content/meaning),1,QEG-c-2
Citation Precision,__DROP__,1,AUX-Other
Citation Recall,__DROP__,1,AUX-Other
Error severity,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Offensiveness,Absence of Toxic / Harmful Content,1,QOC-c-2
persona consistency,Detectability of Speaker/Author Trait,1,QEF-w-5
relationship,Relevance to Input,1,QIG-c-3
guidance,Usefulness for Task/Information Need,1,QEG-w-3.1
significance,__DROP__,1,AUX-Other
success,Usefulness for Task/Information Need,1,QEG-w-3.1
Success,Usefulness for Task/Information Need,1,QEG-w-3.1
Terminology,Adherence to Style Guide,1,QEC-f-1
terminology,Adherence to Style Guide,1,QEC-f-1
Trustworthiness,Factual Truth,1,QEC-c-1
typicality,Naturalness (outputs as a whole),1,QEG-w-1
overall translation quality,Translation Accuracy,1,QIC-w-1
adaptability,Appropriateness of System Response Type,1,QIG-f-1
Not checkable,__DROP__,1,AUX-Other
not checkable,__DROP__,1,AUX-Other
Content quality,Appropriateness (content/meaning),1,QEG-c-2
content richness,Informativeness,1,QOG-c-2
Content richness,Informativeness,1,QOG-c-2
task success,Usefulness for Task/Information Need,1,QEG-w-3.1
Uses Knowledge,__DROP__,1,AUX-Other
Well-formedness,Grammaticality,1,QOC-f-1
formatting,Adherence to Style Guide,1,QEC-f-1
importance,Informativeness,1,QOG-c-2
detail,Informativeness,1,QOG-c-2
specific,Specificity/Non-specificity (relative to input),1,QIF-c-3
Text Quality,Overall Quality / Preference,1,AUX-OverallQuality
attributability,__DROP__,1,AUX-Other
irrelevant,Absence of Additions (relative to input),1,QIC-c-2
Language Quality,Fluency,1,QOG-w-3
language quality,Fluency,1,QOG-w-3
Language quality,Fluency,1,QOG-w-3
interest,Engagingness/Interestingness,1,QEF-w-10
Correct,Correctness of Outputs (outputs as a whole),1,QOC-w-1
emotional support,Empathy / Emotional Appropriateness,1,QEF-w-11
Task completion,Task Completion Speed,1,QEG-w-5.2
task completion,Task Completion Speed,1,QEG-w-5.2
common sense,Factual Truth,1,QEC-c-1
commonsense,Factual Truth,1,QEC-c-1
Commonsense,Factual Truth,1,QEC-c-1
Other Error,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Interpretability,Understandability,1,QOG-w-5
Language,__DROP__,1,AUX-Other
language,__DROP__,1,AUX-Other
commonsense alignment,Factual Truth,1,QEC-c-1
Uniqueness,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
equivalence,Meaning Accuracy,1,QTC-c-1
knowledge relevance,Relevance to Input,1,QIG-c-3
logical validity,Semantic Correctness,1,QOC-c-1
overall response quality,Overall Quality / Preference,1,AUX-OverallQuality
Overall response quality,Overall Quality / Preference,1,AUX-OverallQuality
error correction,Complete Target Output Matching,1,QTC-w-3
Error Correction,Complete Target Output Matching,1,QTC-w-3
expressiveness,Poeticness/Non-poeticness (outputs as a whole),1,QOF-w-2
Fear,Effect on User Emotion,1,QEF-w-3
flexibility,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
Flexibility,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
engaging,Engagingness/Interestingness,1,QEF-w-10
Engaging,Engagingness/Interestingness,1,QEF-w-10
hallucination type,__DROP__,1,AUX-Other
Impact,Effect on User Behaviour,1,QEF-w-2
severity,__DROP__,1,AUX-Other
severity levels,__DROP__,1,AUX-Other
Language correctness,Appropriateness (form),1,QEG-f-2
politeness,Appropriateness (form),1,QEG-f-2
adherence to instructions,Consistency with Input,1,QIC-c-3
stance,Detectability of Speaker/Author Stance,1,QEF-w-4
Stance,Detectability of Speaker/Author Stance,1,QEF-w-4
stereotypical,Absence of Bias / Stereotypes,1,QEC-c-3
Thoroughness,Coverage of Topics (given in input),1,QIC-c-4
Topic Depth,Informativeness,1,QOG-c-2
Constraint Satisfaction,Consistency with Input,1,QIC-c-3
Applicability,Usefulness for Task/Information Need,1,QEG-w-3.1
Contradictory,Internal Consistency of Outputs,1,QOG-c-4
Contribution,__DROP__,1,AUX-Other
empowerment,Usefulness for Task/Information Need,1,QEG-w-3.1
Entity Error,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Evidence,Relative Factual Accuracy,1,QEC-c-2
EVIDENCE,Relative Factual Accuracy,1,QEC-c-2
evidence,Relative Factual Accuracy,1,QEC-c-2
Interest Level,Engagingness/Interestingness,1,QEF-w-10
Incorrect,Correctness of Outputs (outputs as a whole),1,QOC-w-1
incorrect,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Misleading,Factual Truth,1,QEC-c-1
misleading,Factual Truth,1,QEC-c-1
Non-translation,Translation Accuracy,1,QIC-w-1
Poeticness,Poeticness/Non-poeticness (outputs as a whole),1,QOF-w-2
Privacy,Appropriateness (outputs as a whole),1,QEG-w-2
privacy,Appropriateness (outputs as a whole),1,QEG-w-2
Unsafe,Appropriateness (outputs as a whole),1,QEG-w-2
unsafe,Appropriateness (outputs as a whole),1,QEG-w-2
Visual Consistency,Consistency with Input,1,QIC-c-3
Partnership,__DROP__,1,AUX-Other
Plausible,Factual Truth,1,QEC-c-1
Simulatability,Speed of Understanding,1,QOG-w-5.1.1
Solvability,Usefulness for Task/Information Need,1,QEG-w-3.1
solvability,Usefulness for Task/Information Need,1,QEG-w-3.1
Sufficiency of detail,Informativeness,1,QOG-c-2
sycophancy,Absence of Bias / Stereotypes,1,QEC-c-3
Visual Relevance,Relevance to Input,1,QIG-c-3
aesthetic appeal,__DROP__,1,AUX-Other
Agreement,__DROP__,1,AUX-Other
attribute relevance,Relevance to Input,1,QIG-c-3
Reproducibility,__DROP__,1,AUX-Other
causality,Semantic Correctness,1,QOC-c-1
Error Detection,__DROP__,1,AUX-Other
Error Identification,__DROP__,1,AUX-Other
constructiveness,Usefulness (nonspecific),1,QEG-w-3
Constructiveness,Usefulness (nonspecific),1,QEG-w-3
Content alignment,Appropriateness (content/meaning),1,QEG-c-2
clinical significance,Usefulness for Task/Information Need,1,QEG-w-3.1
Contradiction detection,__DROP__,1,AUX-Other
Decisiveness,Detectability of Speaker/Author Trait,1,QEF-w-5
Practicality,Usefulness for Task/Information Need,1,QEG-w-3.1
hatefulness,Absence of Toxic / Harmful Content,1,QOC-c-2
Immersion,Engagingness/Interestingness,1,QEF-w-10
Ethics,__DROP__,1,AUX-Other
explanation correctness,Quality as Explanation of Input,1,QIG-w-3
leakage,__DROP__,1,AUX-Other
Linguistic Quality,Fluency,1,QOG-w-3
linguistic style,Control over Style,1,QIF-f-2
logical rationality,Semantic Correctness,1,QOC-c-1
Intent Alignment,Usefulness for Task/Information Need,1,QEG-w-3.1
logical soundness,Internal Consistency of Outputs,1,QOG-c-4
WORD CHOICE,Appropriateness (form),1,QEG-f-2
AFFECTIVE APPEALS,Effect on User Emotion,1,QEF-w-3
ASR,__DROP__,1,AUX-Other
Absent,__DROP__,1,AUX-Other
relation,__DROP__,1,AUX-Other
style consistency,Adherence to Style Guide,1,QEC-f-1
Style consistency,Adherence to Style Guide,1,QEC-f-1
style transfer accuracy,Success of Style Transfer from Sample,1,QIG-f-2
summary quality,Overall Quality / Preference,1,AUX-OverallQuality
text-image alignment,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
unfair bias,Absence of Bias / Stereotypes,1,QEC-c-3
vocabulary,__DROP__,1,AUX-Other
overall explanation quality,Quality as Explanation of Input,1,QIG-w-3
partial correctness,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Affective Improvement,Effect on User Emotion,1,QEF-w-3
Aggressiveness,Detectability of Speaker/Author Trait,1,QEF-w-5
aggressiveness,Detectability of Speaker/Author Trait,1,QEF-w-5
Adaptiveness,Usefulness for Task/Information Need,1,QEG-w-3.1
Addressing issues,Degree to which Output Answers Question in Input,1,QIG-w-2
Aesthetic Characteristics,__DROP__,1,AUX-Other
Academic Formality,Control over Formality/Informality,1,QIF-f-2.1
Accuracy and Depth,__DROP__,1,AUX-Other
Accuracy and Resources,__DROP__,1,AUX-Other
A3 RECOGNITION,__DROP__,1,AUX-Other
ACTION,__DROP__,1,AUX-Other
AD ACCEPTABILITY,Appropriateness (outputs as a whole),1,QEG-w-2
AD CONSISTENCY,Internal Consistency of Outputs,1,QOG-c-4
AD SIMILARITY,Similarity to Target Outputs (outputs as a whole),1,QTG-w-1
Accuracy-Answer,Degree to which Output Answers Question in Input,1,QIG-w-2
Accuracy-Evidence,Factual Truth,1,QEC-c-1
Actions clarity,Clarity,1,QOG-w-5.1
Aesthetics,__DROP__,1,AUX-Other
Affective Bond,Empathy / Emotional Appropriateness,1,QEF-w-11
Arguments against,__DROP__,1,AUX-Other
Arguments in favor,__DROP__,1,AUX-Other
Article style,Control over Style,1,QIF-f-2
Assess Readiness for Insight,__DROP__,1,AUX-Other
Atomic fact presence,Absence of Omissions (relative to input),1,QIC-c-1
Answer Faithfulness,Consistency with Input,1,QIC-c-3
Attribute Accuracy,Complete Target Output Matching,1,QTC-w-3
Attribution Failure,Consistency with Input,1,QIC-c-3
BEL,__DROP__,1,AUX-Other
Beauty of Form,Poeticness/Non-poeticness (form),1,QOF-f-2
Aesthetic Quality Score,Overall Quality / Preference,1,AUX-OverallQuality
Agreement with narrative,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
agreement with narrative,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
Align,Overall Quality / Preference,1,AUX-OverallQuality
Anchor Relevance,Relevance to Input,1,QIG-c-3
Brainstorm and Evaluate Options,Usefulness for Task/Information Need,1,QEG-w-3.1
Brand Identity Score,Appropriateness (content/meaning),1,QEG-c-2
Broadening discussion,Effect on User Behaviour,1,QEF-w-2
Characters,__DROP__,1,AUX-Other
Chart Correctness,Functional Correctness,1,QEC-w-1
Anglocentrism,Absence of Bias / Stereotypes,1,QEC-c-3
Approach,__DROP__,1,AUX-Other
Argument Quality,Coherence,1,QOG-c-3
argument quality,Coherence,1,QOG-c-3
Beauty of Meaning,Poeticness/Non-poeticness (content/meaning),1,QOF-c-2
Beauty of Sound,Speech Quality,1,QOG-f-2
Behavioral Accuracy,Functional Correctness,1,QEC-w-1
Brush and Ink Skills,__DROP__,1,AUX-Other
Categorization Threat,Absence of Bias / Stereotypes,1,QEC-c-3
Certainty Shift (CS),Effect on User Opinion,1,QEF-w-6
Character Development,__DROP__,1,AUX-Other
Bias and Discrimination,Absence of Bias / Stereotypes,1,QEC-c-3
Biasness,Absence of Bias / Stereotypes,1,QEC-c-3
Classism,Absence of Bias / Stereotypes,1,QEC-c-3
Cleanliness,__DROP__,1,AUX-Other
Clear and Concise Language,Clarity,1,QOG-w-5.1
Client empowerment,Effect on User Stance,1,QEF-w-7
Communication,__DROP__,1,AUX-Other
Clinical relevance,Relevance to Input,1,QIG-c-3
Closure,Wellorderedness,1,QOG-c-3.1
Code Quality,Functional Correctness,1,QEC-w-1
Cognitive Restructuring,__DROP__,1,AUX-Other
Collaboration,Ease of Communication,1,QEG-w-5.1
Color,__DROP__,1,AUX-Other
Common Strengths,__DROP__,1,AUX-Other
Common Weaknesses,__DROP__,1,AUX-Other
"Clarity, Cohesion, and Language",__DROP__,1,AUX-Other
Chat,__DROP__,1,AUX-Other
Citation Accuracy,Factual Truth,1,QEC-c-1
Civil Language,Appropriateness (form),1,QEG-f-2
Clarify the Desired Change,__DROP__,1,AUX-Other
Clarity and Coherence,Understandability,1,QOG-w-5
Consistency & coherence,Coherence,1,QOG-c-3
Creation,__DROP__,1,AUX-Other
Creative,Creativity/Non-creativity (outputs as a whole),1,QOF-w-6
Creativity and Reasonableness,__DROP__,1,AUX-Other
Complete Goal,Usefulness for Task/Information Need,1,QEG-w-3.1
Complete Response,Absence of Omissions (relative to input),1,QIC-c-1
Completeness of Essential Features,Absence of Omissions (relative to input),1,QIC-c-1
Completion,Usefulness for Task/Information Need,1,QEG-w-3.1
Context Concision,Nonredundancy (output as a whole),1,QOG-w-1
Contextual logic,Consistency with Input,1,QIC-c-3
Copywriting Quality,Usefulness for Task/Information Need,1,QEG-w-3.1
Core Contributions,__DROP__,1,AUX-Other
Conservatism Injection,Absence of Bias / Stereotypes,1,QEC-c-3
Communication Skills,Ease of Communication,1,QEG-w-5.1
Complexity of Claims,Complexity/Non-complexity (content/meaning),1,QOF-c-3
conflict,Internal Consistency of Outputs,1,QOG-c-4
conflict detection,Classification Accuracy,1,QTC-w-1
Competence Threat,Detectability of Speaker/Author Trait,1,QEF-w-5
Credibility of Evidence,Factual Truth,1,QEC-c-1
Core Knowledge Coverage,Coverage of Topics (given in input),1,QIC-c-4
Correct Answer Depth of Understanding,Degree to which Output Answers Question in Input,1,QIG-w-2
Correct Answer Occurrence,Meaning Accuracy,1,QTC-c-1
Cultivating Change Talk,Effect on User Stance,1,QEF-w-7
Cultural Awareness,Appropriateness (outputs as a whole),1,QEG-w-2
Cultural Behavior,Appropriateness (outputs as a whole),1,QEG-w-2
Cultural Knowledge,Factual Truth,1,QEC-c-1
Cultural understanding & adaptation,Appropriateness (outputs as a whole),1,QEG-w-2
Culture and History,Appropriateness (outputs as a whole),1,QEG-w-2
Curiosity,Engagingness/Interestingness,1,QEF-w-10
Data type conformity,Adherence to Syntactic Rules,1,QEC-f-2
Design,__DROP__,1,AUX-Other
Context Misdirection,Consistency with Input,1,QIC-c-3
Deep Implications,__DROP__,1,AUX-Other
Deepens Metacognition,__DROP__,1,AUX-Other
Demonstrations,__DROP__,1,AUX-Other
Cross passage consistency,Internal Consistency of Outputs,1,QOG-c-4
Egocentric Thinking,Detectability of Speaker/Author Trait,1,QEF-w-5
Elaboration,Usefulness for Task/Information Need,1,QEG-w-3.1
Element Layout,__DROP__,1,AUX-Other
Encourages Active Learning,Effect on User Behaviour,1,QEF-w-2
Encouraging,Detectability of Speaker/Author Trait,1,QEF-w-5
Discourse consistency,Coherence,1,QOG-c-3
Disparagement,Absence of Toxic / Harmful Content,1,QOC-c-2
Distractor Common Mistakes,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Directionality,__DROP__,1,AUX-Other
Directive Support,Usefulness for Task/Information Need,1,QEG-w-3.1
Disagreement,Internal Consistency of Outputs,1,QOG-c-4
Disagreement with narrative,Internal Consistency of Outputs,1,QOG-c-4
disagreement with narrative,Internal Consistency of Outputs,1,QOG-c-4
Edit consistency,Internal Consistency of Outputs,1,QOG-c-4
Detail and Depth,Informativeness,1,QOG-c-2
Diagnostic Ability,Factual Truth,1,QEC-c-1
Diagnostic and Treatment Abilities,Factual Truth,1,QEC-c-1
Domain Compliance,Adherence to Style Guide,1,QEC-f-1
Enjoyment and Engagement,Engagingness/Interestingness,1,QEF-w-10
Ensure Readiness and Collaboration,Usefulness for Task/Information Need,1,QEG-w-3.1
Errors,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Establish a Trusting Foundation,Effect on User Stance,1,QEF-w-7
Ethical Considerations,__DROP__,1,AUX-Other
Emotional Appeal,Effect on User Emotion,1,QEF-w-3
Emotional Appropriateness,Empathy / Emotional Appropriateness,1,QEF-w-11
Emotional Resonance,Effect on User Emotion,1,QEF-w-3
Emotional Validation,Effect on User Emotion,1,QEF-w-3
Emotional arousal,Effect on User Emotion,1,QEF-w-3
Evidence Support,Absence of Omissions (relative to input),1,QIC-c-1
Evidence attribution,__DROP__,1,AUX-Other
Example Usage,__DROP__,1,AUX-Other
Exclusion,__DROP__,1,AUX-Other
Executable,Functional Correctness,1,QEC-w-1
Encouraging Critical Thinking,Effect on User Behaviour,1,QEF-w-2
Encouraging Self-Exploration,Effect on User Behaviour,1,QEF-w-2
Ending,__DROP__,1,AUX-Other
ending,__DROP__,1,AUX-Other
Empowering,Effect on User Stance,1,QEF-w-7
Engaging Narrative,Engagingness/Interestingness,1,QEF-w-10
Full compliance,Adherence to Style Guide,1,QEC-f-1
Full Compliance,Adherence to Style Guide,1,QEC-f-1
Full refusal,Refusal Appropriateness,1,QEC-w-2
Full Refusal,Refusal Appropriateness,1,QEC-w-2
Full support,Effect on User Stance,1,QEF-w-7
GM,__DROP__,1,AUX-Other
GOAL,__DROP__,1,AUX-Other
Goal,__DROP__,1,AUX-Other
FIN,__DROP__,1,AUX-Other
Factuality and creativity,__DROP__,1,AUX-Other
Explanation quality,Goodness as Explanation of System Behaviour,1,QEG-w-4
Exploration of Thoughts and Narratives,Diversity/Non-diversity (content/meaning),1,QOF-c-1
False Concatenation,Grammaticality,1,QOC-f-1
Fitting,Appropriateness (outputs as a whole),1,QEG-w-2
Flexible,__DROP__,1,AUX-Other
Frame-related Questions,__DROP__,1,AUX-Other
Fulfillment,Degree to which Output Answers Question in Input,1,QIG-w-2
Expectation Fulfillment,User Satisfaction as Affected by Outputs,1,QEG-w-6
Experience,Overall Quality / Preference,1,AUX-OverallQuality
External tools,__DROP__,1,AUX-Other
Extraneous load,Ease of Communication,1,QEG-w-5.1
granularity,Specificity/Non-specificity (relative to input),1,QIF-c-3
Guided Questioning,__DROP__,1,AUX-Other
Hallucination awareness,Factual Truth,1,QEC-c-1
Harmless,Absence of Toxic / Harmful Content,1,QOC-c-2
Format correctness,Adherence to Style Guide,1,QEC-f-1
Forward-Compatibility,__DROP__,1,AUX-Other
Gibberish,Semantic Correctness,1,QOC-c-1
goal achievement,Functional Correctness,1,QEC-w-1
good,Overall Quality / Preference,1,AUX-OverallQuality
Humanistic Care,Empathy / Emotional Appropriateness,1,QEF-w-11
Hyperbole,__DROP__,1,AUX-Other
Illegal Activities,Absence of Toxic / Harmful Content,1,QOC-c-2
Illegal activities,Absence of Toxic / Harmful Content,1,QOC-c-2
Gender bias,Absence of Bias / Stereotypes,1,QEC-c-3
General equivalence,Meaning Accuracy,1,QTC-c-1
Germane load,__DROP__,1,AUX-Other
Implicit,__DROP__,1,AUX-Other
Information Completeness,Absence of Omissions (relative to input),1,QIC-c-1
Information coverage,Absence of Omissions (relative to input),1,QIC-c-1
Information Sharing,__DROP__,1,AUX-Other
Information content,Informativeness,1,QOG-c-2
Image Groundedness,Relevance to Input,1,QIG-c-3
Imitativeness,Control over Style,1,QIF-f-2
Inclusiveness,Absence of Bias / Stereotypes,1,QEC-c-3
Informational,Informativeness,1,QOG-c-2
Interaction,__DROP__,1,AUX-Other
Interaction/Action Accuracy,Functional Correctness,1,QEC-w-1
Interactive Engagement,Engagingness/Interestingness,1,QEF-w-10
High Risk,__DROP__,1,AUX-Other
History Taking Ability,Usefulness for Task/Information Need,1,QEG-w-3.1
Honest,Factual Truth,1,QEC-c-1
Human-Centered Communication,Empathy / Emotional Appropriateness,1,QEF-w-11
Immersion and Setting,Engagingness/Interestingness,1,QEF-w-10
Jargon,Appropriateness (form),1,QEG-f-2
Language Expression,Naturalness (form),1,QEG-f-1
language expression,Naturalness (form),1,QEG-f-1
Language Usage,Grammaticality,1,QOC-f-1
Locale convention,Adherence to Style Guide,1,QEC-f-1
Logic and Structure,Coherence,1,QOG-c-3
Knowledge-Exposure,Informativeness,1,QOG-c-2
LGBTQ+ Inclusiveness,Absence of Bias / Stereotypes,1,QEC-c-3
LGBTQ+ Support Networks,Absence of Bias / Stereotypes,1,QEC-c-3
Journalistic Ethics,Factual Truth,1,QEC-c-1
KNO,__DROP__,1,AUX-Other
Knowledge Usage,Factual Truth,1,QEC-c-1
Knowledge coverage,Coverage of Topics (given in input),1,QIC-c-4
Intrinsic load,Understandability,1,QOG-w-5
Issue Clarification,Quality as Explanation of Input,1,QIG-w-3
Issue spotting,Classification Accuracy,1,QTC-w-1
Interest generation,Engagingness/Interestingness,1,QEF-w-10
Insight,Informativeness,1,QOG-c-2
Inspiring,Effect on User Emotion,1,QEF-w-3
Instruction Fulfillment,Consistency with Input,1,QIC-c-3
Instruction Quality,Overall Quality / Preference,1,AUX-OverallQuality
instruction quality,Overall Quality / Preference,1,AUX-OverallQuality
Logical Flow,Coherence,1,QOG-c-3
Line-breaking,__DROP__,1,AUX-Other
Linguistic Correctness,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Literary devices,Poeticness/Non-poeticness (outputs as a whole),1,QOF-w-2
Literature Review,__DROP__,1,AUX-Other
Language and Rhetoric,Humanlikeness,1,QOG-w-4
Lesion Features,__DROP__,1,AUX-Other
Level of details,"Absence of Omissions (relative to input, feature)",1,QIF-c-1
Level of Details,"Absence of Omissions (relative to input, feature)",1,QIF-c-1
Memorability,__DROP__,1,AUX-Other
Mental Status,__DROP__,1,AUX-Other
Mistake location,__DROP__,1,AUX-Other
Morality Threat,Absence of Toxic / Harmful Content,1,QOC-c-2
Logo Placement Score,__DROP__,1,AUX-Other
Main Issues,__DROP__,1,AUX-Other
Management,__DROP__,1,AUX-Other
Manner,Clarity,1,QOG-w-5.1
Medical Interviewing Skills,Usefulness for Task/Information Need,1,QEG-w-3.1
Opportunity Harm,Absence of Bias / Stereotypes,1,QEC-c-3
Not-supported,Absence of Additions (relative to input),1,QIC-c-2
Number Error,Factual Truth,1,QEC-c-1
Numerical Accuracy,Factual Truth,1,QEC-c-1
Object Identification,__DROP__,1,AUX-Other
Neutral Tone,Control over Sentiment,1,QIF-w-2
No support,__DROP__,1,AUX-Other
Node Relevance,Relevance to Input,1,QIG-c-3
NPOV,Absence of Bias / Stereotypes,1,QEC-c-3
Narrative Quality,Coherence,1,QOG-c-3
Negative Helper Evaluations,__DROP__,1,AUX-Other
Objectives,__DROP__,1,AUX-Other
Open-ended Questioning,__DROP__,1,AUX-Other
Motion Understanding,__DROP__,1,AUX-Other
Logical Relevance,Relevance to Input,1,QIG-c-3
Motivates and Stimulates Student Curiosity,Engagingness/Interestingness,1,QEF-w-10
Multilingualism,__DROP__,1,AUX-Other
Over-correction,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Overall Assessment,Overall Quality / Preference,1,AUX-OverallQuality
Overall assessment,Overall Quality / Preference,1,AUX-OverallQuality
Overall Impression,Overall Quality / Preference,1,AUX-OverallQuality
Overall Persuasiveness,Effect on User Opinion,1,QEF-w-6
Plot and Structure,Wellorderedness,1,QOG-c-3.1
Overgeneralization,Specificity/Non-specificity (relative to input),1,QIF-c-3
Parameter Alignment,__DROP__,1,AUX-Other
Partial refusal,Absence of Omissions (relative to input),1,QIC-c-1
Partial Refusal,Absence of Omissions (relative to input),1,QIC-c-1
Partial support,Absence of Omissions (relative to input),1,QIC-c-1
Partially Supported,Relative Factual Accuracy,1,QEC-c-2
Partially Supportive,__DROP__,1,AUX-Other
Path Granularity,Complexity/Non-complexity (outputs as a whole),1,QOF-w-3
Patient Education,Usefulness for Task/Information Need,1,QEG-w-3.1
Original,Creativity/Non-creativity (outputs as a whole),1,QOF-w-6
Other Errors,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Non-judgmental and Accepting Attitude,Detectability of Speaker/Author Trait,1,QEF-w-5
