original,normalized,count,qcet_id
Desired Feedback,Effect on User Behaviour,1,QEF-w-2
Detached Hallucinations,Factual Truth,1,QEC-c-1
detail level,Complexity/Non-complexity (content/meaning),1,QOF-c-3
Detail-Consistency,Internal Consistency of Outputs,1,QOG-c-4
Deletion Operation,Nonredundancy (content/meaning),1,QOG-c-1
Deletion quality,Nonredundancy (content/meaning),1,QOG-c-1
Derivability,Coherence,1,QOG-c-3
Describe more than Direct,Informativeness,1,QOG-c-2
Decision Efficiency,Task Completion Speed,1,QEG-w-5.2
Demeaning,Appropriateness (content/meaning),1,QEG-c-2
Degree of Target Attribute Transfer,Control over Multiple Attributes,1,QIF-w-5
Disambiguation Accuracy,Meaning Accuracy,1,QTC-c-1
Discontinuity,Coherence,1,QOG-c-3
Discourse,__DROP__,1,AUX-Other
Discourse Link Error (LinkE),Meaning Accuracy,1,QTC-c-1
Discourse Marker,Cohesiveness,1,QOG-c-3.2
Dialectness,Naturalness (form),1,QEG-f-1
Dialog Engagement,Engagingness/Interestingness,1,QEF-w-10
Dialogue Experience,Overall Quality / Preference,1,AUX-OverallQuality
Detoxification,Absence of Toxic / Harmful Content,1,QOC-c-2
Dialect Expression,Control over Style,1,QIF-f-2
Difference in modification,__DROP__,1,AUX-Other
Differential,__DROP__,1,AUX-Other
Direction,__DROP__,1,AUX-Other
Directive correctness (structural similarity),Conformance to Syntactic Structure (given in input),1,QIC-f-1
Distractor Differentiation,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
Distractor Format,__DROP__,1,AUX-Other
Distractor Length,Output Length,1,QOF-f-5
Discriminativeness,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
Discussion Summary Faithfulness,Consistency with Input,1,QIC-c-3
Diction,Appropriateness (form),1,QEG-f-2
Dietary constraint compliance,Functional Correctness,1,QEC-w-1
Difference Caption Accuracy,Complete Word Matching,1,QTC-w-3.1
Distractor Plausibility,Semantic Correctness,1,QOC-c-1
distractor plausibility,Semantic Correctness,1,QOC-c-1
Distractor Relation,Semantic Correctness,1,QOC-c-1
Distractor Variation,Diversity/Non-diversity (content/meaning),1,QOF-c-1
Distractor inclusion,Absence of Omissions (relative to input),1,QIC-c-1
Distortion,Consistency with Input,1,QIC-c-3
Discourse Relation,Coherence,1,QOG-c-3
Discourse Relations,Coherence,1,QOG-c-3
Discrimination Index,__DROP__,1,AUX-Other
Dialogue flow,Coherence,1,QOG-c-3
Distinctiveness,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
Diversity Score,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
Diversity of Shape Types,Diversity/Non-diversity (form),1,QOF-f-1
Document Quality,Overall Quality / Preference,1,AUX-OverallQuality
Echo Chamber,__DROP__,1,AUX-Other
ES Proficiency,__DROP__,1,AUX-Other
Early Exit Progress,__DROP__,1,AUX-Other
Effect-direction,__DROP__,1,AUX-Other
Effectiveness Error,Functional Correctness,1,QEC-w-1
Element Coverage Ratio,__DROP__,1,AUX-Other
Emotion Enhancement Comparison,Effect on User Emotion,1,QEF-w-3
Edit Correctness,Absence of Omissions (relative to input),1,QIC-c-1
Education Strategy,__DROP__,1,AUX-Other
Ease of Error Identification,Clarity,1,QOG-w-5.1
"Emphasize concrete, actionable, and measurable goals",__DROP__,1,AUX-Other
Empty/Ellipsis,__DROP__,1,AUX-Other
Entailment quality,Meaning Accuracy,1,QTC-c-1
Emotion Selection Comparison,Classification Accuracy,1,QTC-w-1
Emotion Strength Test,Effect on User Emotion,1,QEF-w-3
Emotion and Behavior Evaluation,Effect on User Behaviour,1,QEF-w-2
Emotion and Sensitivity,Appropriateness (outputs as a whole),1,QEG-w-2
Emotion-politeness consistency,Internal Consistency of Outputs,1,QOG-c-4
Emotional Intelligence,Empathy / Emotional Appropriateness,1,QEF-w-11
Emotional Tension,__DROP__,1,AUX-Other
Emotional Understanding,Empathy / Emotional Appropriateness,1,QEF-w-11
Empathy correctness,Empathy / Emotional Appropriateness,1,QEF-w-11
Emphasis identification,__DROP__,1,AUX-Other
Emotion Identification Test,__DROP__,1,AUX-Other
Emotion Improvement,Effect on User Emotion,1,QEF-w-3
Embodiment,__DROP__,1,AUX-Other
Emotion Discrimination Test,__DROP__,1,AUX-Other
Emotion Enhancement Accuracy,Control over Sentiment,1,QIF-w-2
Engagement Preference,Engagingness/Interestingness,1,QEF-w-10
English correctness,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Environmental Alert,__DROP__,1,AUX-Other
Equation Preservation,Absence of Omissions (relative to input),1,QIC-c-1
Equation Relevance,Relevance to Input,1,QIG-c-3
Entailment/Refutation verification,Meaning Accuracy,1,QTC-c-1
Entertaining/witty/thoughtful,Engagingness/Interestingness,1,QEF-w-10
Emotional authenticity,Detectability of Speaker/Author Trait,1,QEF-w-5
Empathetic,Empathy / Emotional Appropriateness,1,QEF-w-11
Empathy Sticker,__DROP__,1,AUX-Other
Empathy Text,Empathy / Emotional Appropriateness,1,QEF-w-11
Encyclopedic,Appropriateness (content/meaning),1,QEG-c-2
Engage client and ask pertinent questions,__DROP__,1,AUX-Other
Engagement Index,Engagingness/Interestingness,1,QEF-w-10
Ethical Safety,__DROP__,1,AUX-Other
ethical safety,__DROP__,1,AUX-Other
Error Propagation,__DROP__,1,AUX-Other
Error Recovery,__DROP__,1,AUX-Other
error recovery,__DROP__,1,AUX-Other
Entity-error,Semantic Correctness,1,QOC-c-1
EntityE,Semantic Correctness,1,QOC-c-1
Environment,Appropriateness (outputs as a whole),1,QEG-w-2
Environment/Context,Appropriateness (outputs as a whole),1,QEG-w-2
Error Types,__DROP__,1,AUX-Other
Equivocation,Clarity,1,QOG-w-5.1
Entity Linking Error,Semantic Correctness,1,QOC-c-1
Entity Resolution,__DROP__,1,AUX-Other
Evocation,Engagingness/Interestingness,1,QEF-w-10
Event,__DROP__,1,AUX-Other
Event Integrity,Semantic Correctness,1,QOC-c-1
Event saliency,__DROP__,1,AUX-Other
Event-level Similarity,Similarity to Target Outputs (content/meaning),1,QTG-c-1
ethicality,Absence of Bias / Stereotypes,1,QEC-c-3
Evoking Change Talk,Effect on User Stance,1,QEF-w-7
Exact location name,Complete Word Matching,1,QTC-w-3.1
Exact target phrase presence,Complete Word Matching,1,QTC-w-3.1
Evidence relevance,Relevance to Input,1,QIG-c-3
Evident Baseless Info,Factual Truth,1,QEC-c-1
Error reflection in perturbation,__DROP__,1,AUX-Other
Error span accuracy,__DROP__,1,AUX-Other
Error types analysis,__DROP__,1,AUX-Other
Excellent,Overall Quality / Preference,1,AUX-OverallQuality
Expectation intervals matching evaluative polarity,Control over Sentiment,1,QIF-w-2
Expertise Quality,Detectability of Speaker/Author Trait,1,QEF-w-5
Explainability,Goodness as Explanation of System Behaviour,1,QEG-w-4
explainability,Goodness as Explanation of System Behaviour,1,QEG-w-4
Explanation Validity,__DROP__,1,AUX-Other
Explanation fidelity,Goodness as Explanation of System Behaviour,1,QEG-w-4
Expressed in Text,__DROP__,1,AUX-Other
Explanation parsing correctness,Parse Accuracy (reference-less),1,QIG-w-1
Explicit Supported,__DROP__,1,AUX-Other
Expressed emotions,__DROP__,1,AUX-Other
FRS,__DROP__,1,AUX-Other
Fact Content,Factual Truth,1,QEC-c-1
Fact Contradiction,Factual Truth,1,QEC-c-1
Fact Usage,Factual Truth,1,QEC-c-1
Expressiveness and Coherence,Coherence,1,QOG-c-3
Extension of Ideas Beyond the Given Passage,Creativity/Non-creativity (outputs as a whole),1,QOF-w-6
External citations,__DROP__,1,AUX-Other
Extraction correctness,Complete Target Output Matching,1,QTC-w-3
extraction correctness,Complete Target Output Matching,1,QTC-w-3
Extrinsic Error,Performance of an Embedding/Downstream System/Component,1,QEG-w-8
Extrinsic Information,Absence of Toxic / Harmful Content,1,QOC-c-2
extrinsic information,Absence of Toxic / Harmful Content,1,QOC-c-2
F1 intersection between predicted and correct answer span (for SQuAD),__DROP__,1,AUX-Other
Factual Completeness,Absence of Omissions (relative to input),1,QIC-c-1
Fact completeness,Absence of Omissions (relative to input),1,QIC-c-1
Fact vs opinion,__DROP__,1,AUX-Other
False Attribution,Factual Truth,1,QEC-c-1
Fairness and Consistency,__DROP__,1,AUX-Other
Feature incorporation,Absence of Omissions (relative to input),1,QIC-c-1
Feedback Style,Control over Style,1,QIF-f-2
Feedback incorporation,Absence of Omissions (relative to input),1,QIC-c-1
Feedback quality,Overall Quality / Preference,1,AUX-OverallQuality
Faithfulness to Claim,Consistency with Input,1,QIC-c-3
Faithfulness to Evidence,Relative Factual Accuracy,1,QEC-c-2
Faithfulness to Hate Speech,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
Fake fictional entities,Factual Truth,1,QEC-c-1
Flip Rate,__DROP__,1,AUX-Other
Fluency/Coherence,__DROP__,1,AUX-Other
Feeling of voice,Detectability of Speaker/Author Trait,1,QEF-w-5
Feelings or opinions,__DROP__,1,AUX-Other
Final answer correction,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Final rating (1-5),Overall Quality / Preference,1,AUX-OverallQuality
Fit to article,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
Flashback Accuracy,Meaning Accuracy,1,QTC-c-1
Fidelity-W,__DROP__,1,AUX-Other
Font Style Similarity,Similarity/Dissimilarity to Non-target Reference (form),1,QEF-f-1
Formatting Errors,Adherence to Style Guide,1,QEC-f-1
Fusion,__DROP__,1,AUX-Other
GPS coordinates,Factual Truth,1,QEC-c-1
Gender-Age Consistency,Internal Consistency of Outputs,1,QOG-c-4
Framing,Goodness as Explanation of System Behaviour,1,QEG-w-4
Function fairness,Absence of Bias / Stereotypes,1,QEC-c-3
Function transparency,Goodness as Explanation of System Behaviour,1,QEG-w-4
Function trust,Functional Correctness,1,QEC-w-1
Fun,Humorousness/Non-humorousness,1,QOF-w-5
Form errors,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Formality/Code-mixing level,Formality/Informality,1,QOF-f-4
Formalization Correctness,Parse Accuracy (with references),1,QTC-w-6
Format Adherence,Adherence to Style Guide,1,QEC-f-1
Gap Acknowledgment,Factual Truth,1,QEC-c-1
Gender,Absence of Bias / Stereotypes,1,QEC-c-3
gender,Absence of Bias / Stereotypes,1,QEC-c-3
Gender Stereotypes,Absence of Bias / Stereotypes,1,QEC-c-3
Generation Format Error,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Gender assignment,Classification Accuracy,1,QTC-w-1
Gender perception agreement,Detectability of Speaker/Author Trait,1,QEF-w-5
Gender representation,Absence of Bias / Stereotypes,1,QEC-c-3
Good response percentage,Overall Quality / Preference,1,AUX-OverallQuality
Good/Bad judgment,Overall Quality / Preference,1,AUX-OverallQuality
Goal congruence,Relevance to Input,1,QIG-c-3
Goal sensitivity,Relevance to Input,1,QIG-c-3
Generation in a related language,__DROP__,1,AUX-Other
Generic frame relatedness,Similarity/Dissimilarity to Non-target Reference (content/meaning),1,QEF-c-1
Gibberish Detection,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Good opening speech,Appropriateness (outputs as a whole),1,QEG-w-2
Globally Irrelevant Slide,Relevance to Input,1,QIG-c-3
Goal Description Quality,Clarity,1,QOG-w-5.1
Gold answer quality,__DROP__,1,AUX-Other
Good Faith,Appropriateness (outputs as a whole),1,QEG-w-2
Graph Representation,__DROP__,1,AUX-Other
Graph quality,__DROP__,1,AUX-Other
Group reference,__DROP__,1,AUX-Other
Guess,__DROP__,1,AUX-Other
Grammar and Fluency,__DROP__,1,AUX-Other
Grammar and fluency,__DROP__,1,AUX-Other
grammar and fluency,__DROP__,1,AUX-Other
Grammar and Usage,__DROP__,1,AUX-Other
GramE,Grammaticality,1,QOC-f-1
Granular,__DROP__,1,AUX-Other
Grounded,Factual Truth,1,QEC-c-1
grounded,Factual Truth,1,QEC-c-1
Group framing,Absence of Bias / Stereotypes,1,QEC-c-3
Granular Consistency,Internal Consistency of Outputs,1,QOG-c-4
graph coherence,Coherence,1,QOG-c-3
Graph Correctness,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Goal understanding,Appropriateness of System Response Type,1,QIG-f-1
Goal validity,Consistency with Input,1,QIC-c-3
Grammar and vocabulary,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Grammar/Spelling,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Grammar and Content Quality,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Harmful intent,Absence of Toxic / Harmful Content,1,QOC-c-2
Harmfulness rating,Appropriateness (outputs as a whole),1,QEG-w-2
Harmless query,Appropriateness (outputs as a whole),1,QEG-w-2
Harmonicity,Coherence,1,QOG-c-3
Hallucination Category,Factual Truth,1,QEC-c-1
Hallucinated Entities,Factual Truth,1,QEC-c-1
hallucinated entities,Factual Truth,1,QEC-c-1
Hallucinated Relations,Factual Truth,1,QEC-c-1
hallucinated relations,Factual Truth,1,QEC-c-1
Hallucination type classification (category),__DROP__,1,AUX-Other
Hard NEI,Refusal Appropriateness,1,QEC-w-2
Harmful,Absence of Toxic / Harmful Content,1,QOC-c-2
HIPAA applicability,Adherence to Style Guide,1,QEC-f-1
HIT@1,__DROP__,1,AUX-Other
HalE,__DROP__,1,AUX-Other
Hallucinated,Factual Truth,1,QEC-c-1
Hint,__DROP__,1,AUX-Other
Hints Used,__DROP__,1,AUX-Other
Helpfulness & Instruction-Following,Usefulness for Task/Information Need,1,QEG-w-3.1
Historical information comprehensiveness and accuracy,Factual Truth,1,QEC-c-1
History required,Absence of Omissions (relative to input),1,QIC-c-1
Honorific preference,Appropriateness (form),1,QEG-f-2
Human conversational alignment,Humanlikeness,1,QOG-w-4
Human vs AI author identification,Detectability of Speaker/Author Trait,1,QEF-w-5
Human vs AI classification,Detectability of Speaker/Author Trait,1,QEF-w-5
Hallucination Orientation,__DROP__,1,AUX-Other
Hallucination detection (binary),__DROP__,1,AUX-Other
Hallucination identification,__DROP__,1,AUX-Other
Hateful Intent Preservation,__DROP__,1,AUX-Other
Hierarchical relation,Parse Accuracy (with references),1,QTC-w-6
High-overlapping non-translatable text,Translation Accuracy,1,QIC-w-1
Highly misleading,Factual Truth,1,QEC-c-1
Hop Match,__DROP__,1,AUX-Other
Human Guess Accuracy,Detectability of Speaker/Author Trait,1,QEF-w-5
Human Intervention,__DROP__,1,AUX-Other
Human Overall impression,Overall Quality / Preference,1,AUX-OverallQuality
Human Performance,Usefulness for Task/Information Need,1,QEG-w-3.1
Human vs Bot classification,Detectability of Speaker/Author Trait,1,QEF-w-5
Human vs machine classification,Detectability of Speaker/Author Trait,1,QEF-w-5
Human-origin,Humanlikeness,1,QOG-w-4
Human-written vs machine-distorted detection,Detectability of Speaker/Author Trait,1,QEF-w-5
Hyperbolicity,__DROP__,1,AUX-Other
Hypothesis Faithfulness,Consistency with Input,1,QIC-c-3
Hypothesis completeness,Absence of Omissions (relative to input),1,QIC-c-1
IILN,__DROP__,1,AUX-Other
IRSO,__DROP__,1,AUX-Other
Identification of Misleading Spans,Factual Truth,1,QEC-c-1
Identifies impactful aesthetic elements,__DROP__,1,AUX-Other
Ignore,__DROP__,1,AUX-Other
Image-Instruction Relevance,Relevance to Input,1,QIG-c-3
Identification time,Task Completion Speed,1,QEG-w-5.2
Ignoring Demographic Characteristics,Absence of Bias / Stereotypes,1,QEC-c-3
Illustrations,__DROP__,1,AUX-Other
Implicit Need Alignment,Usefulness for Task/Information Need,1,QEG-w-3.1
Implicit Supported,__DROP__,1,AUX-Other
Image-Text,__DROP__,1,AUX-Other
Image-response,__DROP__,1,AUX-Other
Image-text correlation,__DROP__,1,AUX-Other
Immorality,Absence of Toxic / Harmful Content,1,QOC-c-2
Impersonation,Detectability of Speaker/Author Trait,1,QEF-w-5
Imprecise Answer,Specificity/Non-specificity (relative to input),1,QIF-c-3
Improvement Areas Selection,__DROP__,1,AUX-Other
In-group relevance,Appropriateness (outputs as a whole),1,QEG-w-2
Included (neighboring sub-concept),__DROP__,1,AUX-Other
Including (neighboring parent concept),Absence of Omissions (relative to input),1,QIC-c-1
Incomplete Element,Absence of Omissions (relative to input),1,QIC-c-1
Incomplete branches,Absence of Omissions (relative to input),1,QIC-c-1
Incorrect (Hallucination),Factual Truth,1,QEC-c-1
Incorrect (Relevant),Factual Truth,1,QEC-c-1
Incorrect Argument Type,Semantic Correctness,1,QOC-c-1
Incorrect Definitions,Factual Truth,1,QEC-c-1
Incomplete fact identification,Relative Factual Accuracy,1,QEC-c-2
Incompleteness,Absence of Omissions (relative to input),1,QIC-c-1
Incorrectness to the Constraint,Consistency with Input,1,QIC-c-3
Independence,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
Informational bias,Absence of Bias / Stereotypes,1,QEC-c-3
Information Conveyance,Clarity,1,QOG-w-5.1
Information Precision,Semantic Correctness,1,QOC-c-1
Information Safety,Appropriateness (content/meaning),1,QEG-c-2
Independent CS,__DROP__,1,AUX-Other
Incorrect name,__DROP__,1,AUX-Other
Incorrect slot mentions,Sequence Labelling Accuracy,1,QTC-w-2
Information Support,Usefulness for Task/Information Need,1,QEG-w-3.1
Information non-leakage,__DROP__,1,AUX-Other
Information selection,__DROP__,1,AUX-Other
Inferability,Clarity,1,QOG-w-5.1
Initiating Capability,Effect on User Behaviour,1,QEF-w-2
Inoffensiveness,Absence of Toxic / Harmful Content,1,QOC-c-2
Insightful for decision process,Usefulness for Task/Information Need,1,QEG-w-3.1
Instance difficulty,__DROP__,1,AUX-Other
Intelligence,Overall Quality / Preference,1,AUX-OverallQuality
Intended Meaning,Semantic Correctness,1,QOC-c-1
Instruction-Related,Relevance to Input,1,QIG-c-3
Instruction-Unrelated,Relevance to Input,1,QIG-c-3
Intention Following,Consistency with Input,1,QIC-c-3
Inter-Table Relevance,Coherence,1,QOG-c-3
Inter-annotator reliability,__DROP__,1,AUX-Other
Intent Coverage Rate,Absence of Omissions (relative to input),1,QIC-c-1
Intent Identification,Classification Accuracy,1,QTC-w-1
instructional adaptation effectiveness,Relevance to Input,1,QIG-c-3
Insufficient Classification,__DROP__,1,AUX-Other
Insufficient Interaction Coverage,__DROP__,1,AUX-Other
Intimacy,Detectability of Speaker/Author Trait,1,QEF-w-5
Interpretiveness,Understandability,1,QOG-w-5
Interrogative Sentence,__DROP__,1,AUX-Other
Interesting/Creative,Engagingness/Interestingness,1,QEF-w-10
Interaction Experience,__DROP__,1,AUX-Other
Interaction Quality,__DROP__,1,AUX-Other
Interaction Rounds,__DROP__,1,AUX-Other
Interpersonal Behavior Correctness,Functional Correctness,1,QEC-w-1
Intent following,Consistency with Input,1,QIC-c-3
Interactiveness,__DROP__,1,AUX-Other
interactivity,__DROP__,1,AUX-Other
Intersection,__DROP__,1,AUX-Other
Intervention,Effect on User Behaviour,1,QEF-w-2
Invented,Absence of Additions (relative to input),1,QIC-c-2
Invisibility,Non-AI Likeness,1,QOG-w-4.2
IoU,__DROP__,1,AUX-Other
Knowledge Existence,__DROP__,1,AUX-Other
Key Events,Absence of Omissions (relative to input),1,QIC-c-1
Keyword correctness,Inclusion of Keywords (given in input),1,QIC-f-2
Issue-specific frame relatedness,Relevance to Input,1,QIG-c-3
Jailbreak detection accuracy,Classification Accuracy,1,QTC-w-1
Irrelevant Content,Relevance to Input,1,QIG-c-3
Is Appositive,__DROP__,1,AUX-Other
IsCentralClaim,Relevance to Input,1,QIG-c-3
IsCheckWorthy,__DROP__,1,AUX-Other
IsMalicious,Absence of Toxic / Harmful Content,1,QOC-c-2
Lack of Alternatives,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
Lack of Relevance to Harmful Question,Refusal Appropriateness,1,QEC-w-2
Language Understanding,__DROP__,1,AUX-Other
Knowledge of Theorem,Relative Factual Accuracy,1,QEC-c-2
Known words,Appropriateness (form),1,QEG-f-2
Knowledge Quality,Factual Truth,1,QEC-c-1
Label Ambiguity,__DROP__,1,AUX-Other
Label agreement,Classification Accuracy,1,QTC-w-1
label agreement,Classification Accuracy,1,QTC-w-1
Label certainty,__DROP__,1,AUX-Other
Label preservation,Consistency with Input,1,QIC-c-3
Label-Consistency,Consistency with Input,1,QIC-c-3
KP Precision,Meaning Accuracy,1,QTC-c-1
KP Recall,Meaning Accuracy,1,QTC-c-1
LAcc,Classification Accuracy,1,QTC-w-1
LCR,__DROP__,1,AUX-Other
knowledge grounding,Relative Factual Accuracy,1,QEC-c-2
Language Consistency,Internal Consistency of Outputs,1,QOG-c-4
Language Delivery,Fluency,1,QOG-w-3
Language Originality and Diversity,Diversity/Non-diversity (outputs as a whole),1,QOF-w-1
Layout articulation,__DROP__,1,AUX-Other
Legal Accuracy,Factual Truth,1,QEC-c-1
Legal Meaning Preservation,Consistency with Input,1,QIC-c-3
Legal/Contextual Understanding,__DROP__,1,AUX-Other
Less Toxic,Absence of Toxic / Harmful Content,1,QOC-c-2
Latency,__DROP__,1,AUX-Other
Layout Organization,Appropriateness (form),1,QEG-f-2
Lewdness,Absence of Toxic / Harmful Content,1,QOC-c-2
Lexical Change,Similarity/Dissimilarity to Input (form),1,QIF-f-4
Lexical bias,Absence of Bias / Stereotypes,1,QEC-c-3
Lexical errors,Semantic Correctness,1,QOC-c-1
Listening-effort,Speed of Understanding,1,QOG-w-5.1.1
Literal,Poeticness/Non-poeticness (content/meaning),1,QOF-c-2
Likelihood of accepting prediction,Effect on User Behaviour,1,QEF-w-2
Likeness,Humanlikeness,1,QOG-w-4
LinkE,__DROP__,1,AUX-Other
Linguistic Accuracy,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Linguistic Error,Correctness of Outputs (outputs as a whole),1,QOC-w-1
List precision,__DROP__,1,AUX-Other
List recall,Absence of Omissions (relative to input),1,QIC-c-1
Listener/inquisitive,Detectability of Speaker/Author Trait,1,QEF-w-5
Listening and Empathy,Detectability of Speaker/Author Trait,1,QEF-w-5
Life Information,__DROP__,1,AUX-Other
Lightweight Pyramid score,__DROP__,1,AUX-Other
Likeability,User Satisfaction as Affected by Outputs,1,QEG-w-6
Link Error,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Logical errors,Semantic Correctness,1,QOC-c-1
logical errors,Semantic Correctness,1,QOC-c-1
Logical operator usage,Semantic Correctness,1,QOC-c-1
Long-Answer Adequacy,Degree to which Output Answers Question in Input,1,QIG-w-2
Logical Rigor,Semantic Correctness,1,QOC-c-1
logical rigor,Semantic Correctness,1,QOC-c-1
Loss,__DROP__,1,AUX-Other
Loudness balance,Speech Quality,1,QOG-f-2
Low-Quality Reasoning and Planning,Coherence,1,QOG-c-3
MCQ option quality,__DROP__,1,AUX-Other
Likert rating,__DROP__,1,AUX-Other
Literal Comprehension,Understandability,1,QOG-w-5
Literal Translation,Translation Accuracy,1,QIC-w-1
Malevolence,Detectability of Speaker/Author Trait,1,QEF-w-5
Malicious intent,Detectability of Speaker/Author Trait,1,QEF-w-5
Major Accuracy/Omission,Absence of Omissions (relative to input),1,QIC-c-1
METAPHORICITY,Poeticness/Non-poeticness (outputs as a whole),1,QOF-w-2
Metaphoricity,Poeticness/Non-poeticness (outputs as a whole),1,QOF-w-2
METEOR,__DROP__,1,AUX-Other
MP correctness,Complete Target Output Matching,1,QTC-w-3
Match preference,Overall Quality / Preference,1,AUX-OverallQuality
Matching Rate,Complete Target Output Matching,1,QTC-w-3
Melody-Lyric Compatibility,Internal Consistency of Outputs,1,QOG-c-4
Major Setback,__DROP__,1,AUX-Other
Logically Correct,Semantic Correctness,1,QOC-c-1
Logically Incorrect,Semantic Correctness,1,QOC-c-1
Memory-injection Ability,__DROP__,1,AUX-Other
Meaning-preserving phrasing differences,Consistency with Input,1,QIC-c-3
Meaningfulness of dialogue content,Appropriateness (content/meaning),1,QEG-c-2
Medical Harmfulness,Absence of Toxic / Harmful Content,1,QOC-c-2
Mathematical expression correctness,Factual Truth,1,QEC-c-1
Meaning Adequacy,Meaning Accuracy,1,QTC-c-1
Metaphorical Effectiveness,Informativeness,1,QOG-c-2
Method name appropriateness,Appropriateness (form),1,QEG-f-2
Metric correctness,__DROP__,1,AUX-Other
Mental Demand,Ease of Communication,1,QEG-w-5.1
Mental demand,Ease of Communication,1,QEG-w-5.1
mental demand,Ease of Communication,1,QEG-w-5.1
Mental Health Scores,__DROP__,1,AUX-Other
Missing,Absence of Omissions (relative to input),1,QIC-c-1
Missing Element,Absence of Omissions (relative to input),1,QIC-c-1
Missing Information,Absence of Omissions (relative to input),1,QIC-c-1
Missing Information/Reference about Event/Object (RefE),Absence of Omissions (relative to input),1,QIC-c-1
Missing comparandum,Absence of Omissions (relative to input),1,QIC-c-1
Merging decision for clusters,__DROP__,1,AUX-Other
Mid-Generation Collapse,__DROP__,1,AUX-Other
Min-Edits,__DROP__,1,AUX-Other
Mini-story presence,Poeticness/Non-poeticness (content/meaning),1,QOF-c-2
Minimal shortcut information,Nonredundancy (content/meaning),1,QOG-c-1
Minor similarity,__DROP__,1,AUX-Other
Mirrored Challenging Aspects,__DROP__,1,AUX-Other
Mis-Referencing,Semantic Correctness,1,QOC-c-1
Miss-corrections,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Misinformation Accommodated,Factual Truth,1,QEC-c-1
Misinformation Rejected,Factual Truth,1,QEC-c-1
Mispronounced/Incorrect characters,Correctness of Outputs (outputs as a whole),1,QOC-w-1
Modality,__DROP__,1,AUX-Other
Modality-conflicting,Internal Consistency of Outputs,1,QOG-c-4
Model failure detection,__DROP__,1,AUX-Other
Missing variables,Absence of Omissions (relative to input),1,QIC-c-1
Mistranslation distinction,__DROP__,1,AUX-Other
Mocking,__DROP__,1,AUX-Other
Modern-adaptability,__DROP__,1,AUX-Other
Moral Identification,__DROP__,1,AUX-Other
"Moral foundation relevance (Authority, Care, Fairness, Loyalty, Purity)",__DROP__,1,AUX-Other
Missing correct answer annotations,Meaning Accuracy,1,QTC-c-1
Missing fact identification,Meaning Accuracy,1,QTC-c-1
Missing reasoning,Meaning Accuracy,1,QTC-c-1
Moral rationale presence,__DROP__,1,AUX-Other
Morality,__DROP__,1,AUX-Other
Motion,__DROP__,1,AUX-Other
Motivational interviewing,__DROP__,1,AUX-Other
Multiple Recollection,__DROP__,1,AUX-Other
NON_ENGLISH,__DROP__,1,AUX-Other
NSFW,Appropriateness (outputs as a whole),1,QEG-w-2
NVC/VC communication types,__DROP__,1,AUX-Other
Name (named entities),Semantic Correctness,1,QOC-c-1
Name patterns,__DROP__,1,AUX-Other
Named Entity Translation,Translation Accuracy,1,QIC-w-1
Named entity error,Semantic Correctness,1,QOC-c-1
Naming,Clarity of Referents,1,QEG-w-7
Narrative,__DROP__,1,AUX-Other
Narrative Completeness,__DROP__,1,AUX-Other
Multi-hop,__DROP__,1,AUX-Other
multi-hop,__DROP__,1,AUX-Other
Multi-turn Coherence,Coherence,1,QOG-c-3
Negative regard,Detectability of Speaker/Author Stance,1,QEF-w-4
Negative sentiment,__DROP__,1,AUX-Other
Negotiation Equity,Absence of Bias / Stereotypes,1,QEC-c-3
Necessity,Nonredundancy (content/meaning),1,QOG-c-1
Morphological correctness,Grammaticality,1,QOC-f-1
morphological correctness,Grammaticality,1,QOC-f-1
Morphological errors,Grammaticality,1,QOC-f-1
Natural Hallucinations,Factual Truth,1,QEC-c-1
Natural pauses,Speech Quality,1,QOG-f-2
Naturalness and Fluency,Overall Quality / Preference,1,AUX-OverallQuality
Naturalness of Keyword,Naturalness (form),1,QEG-f-1
Naturalness of turn-taking,Naturalness (outputs as a whole),1,QEG-w-1
Nature,Naturalness (outputs as a whole),1,QEG-w-1
Needs Google,__DROP__,1,AUX-Other
NegE,Semantic Correctness,1,QOC-c-1
Negation for previous output from itself,Internal Consistency of Outputs,1,QOG-c-4
New Information,Informativeness,1,QOG-c-2
new information,Informativeness,1,QOG-c-2
No Conclusion (NC),Absence of Additions (relative to input),1,QIC-c-2
